client_id,client_nom,nationalite,client_fidele,nb_sejours,revenu_total,duree_moy,csat_moy,quartile,segment
CLI0918,Serge Traore,Ivoirien,1,5,1448200.0,1.8,4.5,1,Premium
CLI1368,Luc Camara,Ivoirien,0,3,1447680.0,4.0,3.7,1,Premium
CLI1088,Adjoua Sow,Senegalais,0,6,1447200.0,2.3,4.5,1,Premium
CLI1616,Luc Camara,Ghaneeen,1,6,1446600.0,2.3,4.0,1,Premium
CLI2125,Jean Mensah,Autre,0,7,1445100.0,2.9,4.6,1,Premium
CLI2455,Moussa Traore,Camerounais,1,6,1443540.0,2.3,3.3,1,Premium
CLI0655,Eric Koné,Camerounais,1,4,1443480.0,3.5,3.5,1,Premium
CLI2974,Paul Nkomo,Ghaneeen,1,4,1441720.0,3.5,4.0,1,Premium
CLI2741,Adjoua Bamba,Ivoirien,0,6,1441660.0,2.2,4.3,1,Premium
CLI1739,Cheick Ndoye,Ivoirien,0,4,1441000.0,2.3,3.3,1,Premium
CLI2870,Serge Nkomo,Français,1,4,1440600.0,5.5,4.8,1,Premium
CLI1381,Serge Ndoye,Autre,0,5,1439400.0,3.0,4.6,1,Premium
CLI0525,Paul Traore,Ghaneeen,0,2,1438400.0,3.5,3.0,1,Premium
CLI1654,Luc Diallo,Ivoirien,1,3,1437000.0,3.3,3.7,1,Premium
CLI1677,Jean Koné,Ghaneeen,0,4,1436000.0,1.8,4.8,1,Premium
CLI0381,Adjoua Koné,Ivoirien,0,4,1436000.0,3.0,4.3,1,Premium
CLI1670,Moussa Koné,Britannique,0,3,1434080.0,3.3,4.3,1,Premium
CLI1116,Kofi Sow,Senegalais,0,5,1432560.0,3.0,4.8,1,Premium
CLI0646,Cheick Kouassi,Ivoirien,0,4,1431000.0,3.0,3.5,1,Premium
CLI2483,Ibrahim Traore,Camerounais,1,4,1429000.0,2.5,4.3,1,Premium
CLI1627,Paul Ndoye,Senegalais,0,4,1428800.0,2.5,2.7,1,Premium
CLI1332,Paul Camara,Français,0,4,1428250.0,2.3,4.8,1,Premium
CLI0298,Aida Kouassi,Français,0,4,1428000.0,3.5,4.0,1,Premium
CLI0547,Adjoua Mensah,Autre,0,4,1423800.0,4.0,3.0,1,Premium
CLI2661,Ibrahim Traore,Ivoirien,1,2,1422600.0,2.5,4.5,1,Premium
CLI1385,Paul Nkomo,Français,0,7,1421440.0,2.4,3.6,1,Premium
CLI1673,Serge Kouassi,Autre,0,4,1421280.0,2.5,4.3,1,Premium
CLI1108,Awa Koné,Autre,0,4,1420200.0,2.8,4.5,1,Premium
CLI0052,Aminata Koné,Allemand,0,3,1418600.0,2.0,4.0,1,Premium
CLI2957,Eric Kouassi,Camerounais,0,2,1418000.0,3.5,4.0,1,Premium
CLI1759,Aminata Bamba,Ivoirien,1,2,1416800.0,3.5,4.0,1,Premium
CLI1278,Cheick Bamba,Camerounais,0,1,1416800.0,4.0,3.0,1,Premium
CLI2135,Fatou Sow,Autre,1,4,1416600.0,2.8,4.5,1,Premium
CLI1895,Awa Diallo,Senegalais,0,2,1413120.0,4.0,3.5,1,Premium
CLI1610,Moussa Sow,Senegalais,1,3,1412500.0,2.7,3.3,1,Premium
CLI2637,Paul Sow,Ghaneeen,1,7,1411880.0,2.3,3.9,1,Premium
CLI1803,Rokia Nkomo,Autre,1,6,1411320.0,3.2,3.2,1,Premium
CLI2004,Eric Sow,Senegalais,0,4,1411080.0,2.0,4.8,1,Premium
CLI1178,Eric Koné,Senegalais,0,4,1409680.0,2.0,3.8,1,Premium
CLI2804,Moussa Kouassi,Français,0,5,1409600.0,2.4,4.0,1,Premium
CLI1439,Aida Kouassi,Français,1,4,1409440.0,3.3,4.0,1,Premium
CLI2225,Luc Nkomo,Allemand,0,4,1409440.0,3.5,3.8,1,Premium
CLI1323,Serge Camara,Senegalais,0,3,1407600.0,3.0,4.3,1,Premium
CLI0484,Aminata Kouassi,Ivoirien,0,4,1407320.0,3.5,2.8,1,Premium
CLI1510,Paul Nkomo,Americain,0,7,1405640.0,2.9,3.7,1,Premium
CLI0857,Sophie Nkomo,Senegalais,0,5,1405300.0,2.4,4.4,1,Premium
CLI1406,Kofi Kouassi,Ivoirien,0,5,1405020.0,2.0,3.8,1,Premium
CLI0652,Binta Camara,Français,0,4,1403650.0,2.5,4.5,1,Premium
CLI1499,Yao Nkomo,Autre,0,8,1401920.0,2.3,4.3,1,Premium
CLI1742,Clarisse Bamba,Autre,0,5,1401600.0,2.8,3.6,1,Premium
CLI2984,Yao Diallo,Americain,0,2,1398860.0,2.5,3.5,1,Premium
CLI2270,Paul Ndoye,Camerounais,0,4,1398560.0,3.0,4.0,1,Premium
CLI1232,Clarisse Ndoye,Français,0,5,1397920.0,3.4,4.6,1,Premium
CLI0170,Aida Bamba,Senegalais,0,4,1396900.0,2.0,4.8,1,Premium
CLI2352,Paul Bamba,Camerounais,0,3,1395000.0,4.3,4.0,1,Premium
CLI1341,Aida Sow,Autre,0,6,1394720.0,2.5,4.2,1,Premium
CLI1351,Marie Koné,Ivoirien,0,5,1392400.0,3.2,4.8,1,Premium
CLI0361,Aida Nkomo,Autre,0,6,1392000.0,2.5,4.7,1,Premium
CLI0269,Binta Mensah,Senegalais,0,2,1388560.0,3.5,3.0,1,Premium
CLI1837,Marie Bamba,Ivoirien,1,7,1388160.0,2.3,3.3,1,Premium
CLI0799,Eric Kouassi,Camerounais,1,3,1386376.0,3.0,5.0,1,Premium
CLI0750,Eric Diallo,Ivoirien,0,5,1385680.0,2.6,3.8,1,Premium
CLI1583,Cheick Traore,Senegalais,0,3,1383200.0,2.3,4.0,1,Premium
CLI0743,Sophie Traore,Ghaneeen,0,3,1380240.0,3.0,4.0,1,Premium
CLI2939,Kofi Kouassi,Ivoirien,1,6,1380000.0,2.5,3.3,1,Premium
CLI1770,Kofi Traore,Americain,1,4,1380000.0,3.8,3.8,1,Premium
CLI2542,Aminata Camara,Allemand,1,3,1378800.0,3.3,3.7,1,Premium
CLI2801,Eric Bamba,Ivoirien,0,4,1376520.0,3.0,4.5,1,Premium
CLI1086,Aminata Nkomo,Autre,0,4,1376480.0,3.0,4.0,1,Premium
CLI2611,Kofi Camara,Senegalais,0,3,1375400.0,2.3,3.0,1,Premium
CLI0936,Awa Camara,Ghaneeen,0,4,1372900.0,3.5,3.0,1,Premium
CLI0692,Sophie Mensah,Camerounais,1,8,1371200.0,2.5,4.0,1,Premium
CLI0078,Yao Bamba,Camerounais,0,6,1371100.0,3.0,3.8,1,Premium
CLI0245,Luc Koné,Ivoirien,0,5,1370960.0,2.4,4.2,1,Premium
CLI2467,Yao Diallo,Senegalais,1,4,1366400.0,3.0,4.3,1,Premium
CLI1513,Yao Diallo,Camerounais,1,4,1366320.0,3.5,3.8,1,Premium
CLI0118,Cheick Mensah,Senegalais,0,3,1366200.0,3.3,2.7,1,Premium
CLI0909,Kofi Kouassi,Ivoirien,0,4,1365600.0,2.5,3.3,1,Premium
CLI1662,Ibrahim Nkomo,Autre,1,2,1365000.0,3.0,5.0,1,Premium
CLI1455,Paul Diallo,Ivoirien,0,3,1362400.0,4.0,4.0,1,Premium
CLI0556,Rokia Camara,Ivoirien,0,5,1362060.0,2.4,3.8,1,Premium
CLI2598,Clarisse Bamba,Autre,1,3,1361400.0,2.3,4.3,1,Premium
CLI0852,Serge Mensah,Ivoirien,1,5,1359200.0,3.2,4.2,1,Premium
CLI0697,Fatou Kouassi,Ivoirien,0,4,1358720.0,3.5,4.5,1,Premium
CLI2712,Rokia Kouassi,Senegalais,0,5,1350800.0,3.4,3.8,1,Premium
CLI2431,Luc Nkomo,Ivoirien,0,4,1350240.0,2.5,4.3,1,Premium
CLI1007,Ibrahim Diallo,Autre,1,3,1345600.0,2.7,4.3,2,Standard
CLI2083,Jean Kouassi,Allemand,0,3,1345200.0,4.3,4.3,2,Standard
CLI2081,Clarisse Mensah,Ivoirien,1,5,1344000.0,3.2,4.2,2,Standard
CLI0863,Adjoua Mensah,Senegalais,1,2,1343340.0,4.0,3.0,2,Standard
CLI1415,Paul Diallo,Français,0,7,1342200.0,1.7,4.6,2,Standard
CLI0275,Aida Nkomo,Autre,0,3,1341600.0,2.3,5.0,2,Standard
CLI2617,Adjoua Sow,Senegalais,0,3,1340600.0,2.7,4.3,2,Standard
CLI1877,Marie Ndoye,Allemand,0,3,1340400.0,4.0,4.3,2,Standard
CLI2391,Aminata Camara,Camerounais,1,5,1340000.0,2.8,4.0,2,Standard
CLI1833,Adjoua Sow,Americain,0,4,1339360.0,2.8,4.3,2,Standard
CLI1294,Cheick Koné,Ivoirien,0,3,1338600.0,2.7,4.0,2,Standard
CLI0910,Kofi Koné,Ivoirien,1,6,1336320.0,2.5,3.7,2,Standard
CLI2232,Serge Mensah,Ivoirien,0,4,1336200.0,3.0,4.3,2,Standard
CLI0805,Adjoua Ndoye,Autre,0,3,1335100.0,1.7,3.3,2,Standard
CLI0177,Binta Kouassi,Autre,1,8,1334680.0,2.9,3.9,2,Standard
CLI1239,Rokia Koné,Ivoirien,0,4,1333620.0,2.8,3.5,2,Standard
CLI1789,Jean Camara,Americain,0,5,1333280.0,2.4,4.0,2,Standard
CLI0067,Luc Mensah,Ivoirien,1,1,1333080.0,7.0,3.0,2,Standard
CLI0718,Paul Bamba,Ivoirien,0,5,1332320.0,4.2,5.0,2,Standard
CLI1623,Rokia Camara,Senegalais,0,4,1330320.0,3.3,4.3,2,Standard
CLI1111,Binta Traore,Americain,0,6,1330000.0,3.0,4.7,2,Standard
CLI1327,Cheick Mensah,Autre,0,6,1329760.0,2.3,4.7,2,Standard
CLI0366,Ibrahim Bamba,Ivoirien,0,7,1329000.0,2.1,3.7,2,Standard
CLI1729,Cheick Kouassi,Ivoirien,0,2,1327500.0,2.0,5.0,2,Standard
CLI2268,Adjoua Sow,Senegalais,1,4,1326700.0,1.8,4.5,2,Standard
CLI0926,Paul Traore,Ivoirien,1,6,1326560.0,1.8,4.7,2,Standard
CLI1557,Luc Nkomo,Americain,0,3,1326520.0,3.0,4.0,2,Standard
CLI2706,Eric Ndoye,Ivoirien,0,4,1326400.0,2.3,4.5,2,Standard
CLI1863,Sophie Bamba,Français,1,2,1323200.0,2.5,5.0,2,Standard
CLI2266,Yao Nkomo,Ivoirien,0,3,1323000.0,2.7,4.3,2,Standard
CLI1652,Awa Mensah,Ivoirien,1,4,1322800.0,3.8,4.3,2,Standard
CLI1018,Yao Camara,Autre,0,2,1322100.0,2.5,4.0,2,Standard
CLI1288,Moussa Ndoye,Camerounais,1,3,1320000.0,2.3,4.0,2,Standard
CLI2097,Adjoua Kouassi,Allemand,0,5,1318640.0,2.8,4.4,2,Standard
CLI1891,Jean Mensah,Français,1,7,1318200.0,1.7,4.0,2,Standard
CLI2452,Yao Kouassi,Ivoirien,0,5,1318000.0,2.8,4.8,2,Standard
CLI0818,Kofi Koné,Autre,0,2,1316640.0,4.0,4.0,2,Standard
CLI1436,Rokia Ndoye,Français,1,2,1316640.0,3.5,4.0,2,Standard
CLI1398,Adjoua Traore,Ivoirien,0,4,1315680.0,2.8,4.5,2,Standard
CLI1265,Eric Kouassi,Ivoirien,0,4,1315680.0,3.0,4.3,2,Standard
CLI0780,Ibrahim Koné,Senegalais,0,5,1313920.0,2.2,3.8,2,Standard
CLI1097,Aida Koné,Senegalais,0,6,1313920.0,1.5,4.3,2,Standard
CLI1949,Yao Diallo,Americain,0,3,1313680.0,4.3,5.0,2,Standard
CLI2435,Fatou Nkomo,Ivoirien,0,4,1312000.0,2.8,3.5,2,Standard
CLI0424,Sophie Diallo,Autre,0,6,1311700.0,1.7,4.0,2,Standard
CLI2508,Moussa Koné,Ivoirien,0,3,1310400.0,3.3,5.0,2,Standard
CLI1129,Cheick Ndoye,Autre,1,3,1308600.0,3.0,3.7,2,Standard
CLI0808,Kofi Koné,Ghaneeen,1,3,1306200.0,2.3,4.7,2,Standard
CLI0708,Fatou Camara,Ghaneeen,0,8,1305840.0,2.1,4.3,2,Standard
CLI1753,Luc Nkomo,Ivoirien,0,5,1305640.0,2.6,4.4,2,Standard
CLI2820,Ibrahim Bamba,Camerounais,0,5,1305100.0,2.8,3.4,2,Standard
CLI0527,Rokia Traore,Americain,1,2,1305000.0,2.5,3.5,2,Standard
CLI0896,Fatou Kouassi,Français,0,3,1304720.0,3.3,4.3,2,Standard
CLI0810,Moussa Nkomo,Senegalais,0,4,1304200.0,3.0,3.0,2,Standard
CLI0340,Cheick Camara,Ivoirien,1,1,1304100.0,7.0,2.0,2,Standard
CLI0436,Paul Camara,Ghaneeen,0,1,1304100.0,7.0,5.0,2,Standard
CLI0789,Yao Ndoye,Français,0,1,1304100.0,7.0,4.0,2,Standard
CLI2975,Ibrahim Camara,Ivoirien,0,3,1303840.0,3.0,3.3,2,Standard
CLI2440,Eric Koné,Autre,0,7,1303595.0,3.0,4.1,2,Standard
CLI1257,Sophie Koné,Ivoirien,0,4,1302300.0,2.3,4.3,2,Standard
CLI0522,Eric Traore,Camerounais,0,3,1300800.0,3.7,4.7,2,Standard
CLI1013,Kofi Bamba,Autre,0,4,1300420.0,2.3,3.3,2,Standard
CLI1554,Serge Bamba,Ivoirien,1,5,1295400.0,1.6,4.8,2,Standard
CLI0235,Marie Camara,Camerounais,0,6,1294880.0,3.2,4.2,2,Standard
CLI2607,Yao Bamba,Autre,0,4,1294200.0,3.3,5.0,2,Standard
CLI0081,Paul Camara,Ivoirien,1,5,1294100.0,2.2,3.8,2,Standard
CLI1687,Sophie Nkomo,Français,0,4,1293000.0,3.0,2.8,2,Standard
CLI0057,Clarisse Kouassi,Senegalais,0,4,1292000.0,2.8,5.0,2,Standard
CLI1644,Kofi Traore,Ivoirien,0,3,1290600.0,5.3,3.0,2,Standard
CLI1961,Cheick Kouassi,Ivoirien,1,2,1287900.0,3.5,4.5,2,Standard
CLI1230,Fatou Sow,Autre,1,8,1287540.0,1.6,4.9,2,Standard
CLI1990,Paul Diallo,Senegalais,0,5,1286880.0,3.2,4.4,2,Standard
CLI2485,Eric Kouassi,Ghaneeen,0,6,1285960.0,2.0,3.2,2,Standard
CLI1746,Adjoua Koné,Ivoirien,0,8,1285600.0,2.9,3.1,2,Standard
CLI2035,Serge Sow,Ghaneeen,0,2,1283500.0,5.0,4.5,2,Standard
CLI2465,Aida Traore,Ghaneeen,0,4,1283400.0,2.0,4.5,2,Standard
CLI2876,Luc Camara,Ivoirien,0,3,1283400.0,4.3,5.0,2,Standard
CLI0979,Awa Traore,Senegalais,0,5,1282750.0,3.0,4.2,2,Standard
CLI0940,Luc Diallo,Senegalais,0,5,1281820.0,3.0,4.8,2,Standard
CLI0483,Eric Diallo,Camerounais,0,4,1281440.0,2.8,4.8,2,Standard
CLI1387,Ibrahim Traore,Camerounais,1,2,1280250.0,2.0,4.0,2,Standard
CLI0824,Awa Sow,Camerounais,0,3,1278000.0,2.0,4.0,2,Standard
CLI2082,Kofi Ndoye,Français,0,2,1277650.0,4.0,4.5,2,Standard
CLI2209,Serge Koné,Ghaneeen,1,5,1275960.0,2.0,3.4,2,Standard
CLI2503,Jean Bamba,Camerounais,0,3,1275900.0,3.7,4.0,2,Standard
CLI0885,Luc Koné,Ivoirien,0,4,1274850.0,2.3,3.5,2,Standard
CLI0538,Cheick Ndoye,Ivoirien,1,4,1274800.0,3.0,5.0,2,Standard
CLI2998,Binta Bamba,Français,0,4,1274200.0,1.8,3.8,2,Standard
CLI2357,Eric Kouassi,Americain,0,4,1273200.0,2.3,3.5,2,Standard
CLI1772,Clarisse Bamba,Americain,0,4,1272600.0,2.5,5.0,2,Standard
CLI2671,Serge Koné,Ivoirien,0,2,1272000.0,3.0,3.5,2,Standard
CLI0393,Yao Sow,Ivoirien,1,4,1272000.0,2.8,3.5,2,Standard
CLI1897,Aminata Sow,Ivoirien,0,3,1271760.0,4.7,4.7,2,Standard
CLI0182,Aida Camara,Ivoirien,0,5,1270000.0,3.2,3.8,2,Standard
CLI1231,Adjoua Diallo,Ghaneeen,1,6,1269480.0,2.3,3.7,2,Standard
CLI1671,Ibrahim Nkomo,Camerounais,0,3,1269000.0,3.0,4.3,2,Standard
CLI2311,Clarisse Camara,Français,0,2,1269000.0,3.5,2.0,2,Standard
CLI1342,Ibrahim Diallo,Americain,0,6,1268880.0,1.7,4.3,2,Standard
CLI1285,Awa Koné,Ivoirien,0,4,1268800.0,2.0,4.0,2,Standard
CLI1919,Moussa Bamba,Autre,0,4,1267200.0,4.3,3.5,2,Standard
CLI1756,Sophie Ndoye,Camerounais,1,3,1267200.0,3.0,3.3,2,Standard
CLI2985,Binta Koné,Français,0,6,1263160.0,2.2,2.6,2,Standard
CLI1721,Rokia Kouassi,Ivoirien,0,3,1261800.0,2.7,4.7,2,Standard
CLI1077,Kofi Kouassi,Camerounais,0,1,1260000.0,4.0,5.0,2,Standard
CLI1423,Rokia Koné,Français,0,5,1259600.0,2.4,4.0,2,Standard
CLI0441,Sophie Nkomo,Français,1,4,1257840.0,4.3,3.5,2,Standard
CLI0541,Clarisse Traore,Français,0,2,1256400.0,3.0,5.0,2,Standard
CLI1399,Luc Ndoye,Camerounais,1,1,1255800.0,3.0,5.0,2,Standard
CLI0265,Binta Mensah,Ivoirien,0,4,1253520.0,3.3,2.8,2,Standard
CLI1530,Adjoua Sow,Français,0,4,1253500.0,2.5,4.3,2,Standard
CLI0703,Ibrahim Nkomo,Ivoirien,0,3,1253000.0,3.0,4.0,2,Standard
CLI2819,Serge Bamba,Ghaneeen,1,3,1252920.0,3.0,4.0,2,Standard
CLI1375,Eric Camara,Britannique,0,3,1252840.0,2.7,3.7,2,Standard
CLI2545,Moussa Nkomo,Français,0,4,1251160.0,2.8,3.8,2,Standard
CLI0314,Aminata Mensah,Ghaneeen,0,6,1249440.0,2.7,4.0,2,Standard
CLI1807,Serge Sow,Ivoirien,0,4,1244200.0,2.8,4.0,2,Standard
CLI0026,Marie Traore,Ivoirien,0,2,1244000.0,6.0,5.0,2,Standard
CLI2749,Paul Koné,Ghaneeen,0,9,1244000.0,1.9,4.4,2,Standard
CLI1526,Cheick Sow,Britannique,0,4,1243200.0,3.8,4.5,2,Standard
CLI1421,Luc Ndoye,Camerounais,0,3,1242000.0,3.7,4.3,2,Standard
CLI0359,Eric Nkomo,Ivoirien,0,2,1242000.0,4.5,3.0,2,Standard
CLI1291,Rokia Traore,Ghaneeen,0,3,1241380.0,2.7,4.3,2,Standard
CLI2886,Paul Kouassi,Ivoirien,0,5,1241000.0,2.8,4.8,2,Standard
CLI1509,Paul Mensah,Ivoirien,0,2,1240000.0,3.0,3.5,2,Standard
CLI1290,Adjoua Kouassi,Ivoirien,0,4,1237400.0,1.5,4.5,2,Standard
CLI1461,Luc Traore,Senegalais,0,3,1236000.0,5.0,4.7,2,Standard
CLI2337,Paul Koné,Senegalais,0,3,1234640.0,3.0,4.7,2,Standard
CLI2206,Paul Nkomo,Camerounais,0,3,1234600.0,2.7,4.0,2,Standard
CLI2177,Moussa Kouassi,Senegalais,0,2,1233000.0,3.5,3.5,2,Standard
CLI0975,Cheick Bamba,Autre,0,4,1232800.0,2.8,3.7,2,Standard
CLI0213,Jean Camara,Ivoirien,1,5,1232800.0,2.2,4.8,2,Standard
CLI2618,Serge Mensah,Français,0,3,1232400.0,3.0,4.3,2,Standard
CLI1889,Adjoua Camara,Français,0,2,1232000.0,4.0,4.0,2,Standard
CLI2273,Yao Bamba,Camerounais,0,8,1231680.0,2.8,4.4,2,Standard
CLI0644,Luc Bamba,Français,0,4,1231280.0,3.3,4.5,2,Standard
CLI2905,Sophie Koné,Ivoirien,0,3,1231200.0,3.7,4.7,2,Standard
CLI0840,Sophie Koné,Camerounais,0,2,1229280.0,4.0,4.0,2,Standard
CLI0739,Fatou Traore,Ivoirien,0,6,1228800.0,2.8,3.8,2,Standard
CLI0883,Fatou Nkomo,Ivoirien,0,3,1227600.0,3.0,4.3,2,Standard
CLI0402,Serge Mensah,Britannique,0,5,1226560.0,2.8,4.4,2,Standard
CLI0496,Adjoua Traore,Ivoirien,1,4,1226400.0,3.3,4.8,2,Standard
CLI2837,Jean Camara,Ivoirien,1,3,1226000.0,1.7,3.7,2,Standard
CLI2822,Eric Nkomo,Senegalais,0,4,1224320.0,4.3,4.5,2,Standard
CLI2524,Kofi Koné,Senegalais,0,2,1224000.0,4.5,3.5,2,Standard
CLI1300,Binta Diallo,Ghaneeen,0,3,1224000.0,4.3,5.0,2,Standard
CLI2322,Binta Traore,Ivoirien,1,3,1223520.0,2.3,3.7,2,Standard
CLI0111,Serge Bamba,Ivoirien,0,2,1223280.0,3.5,5.0,2,Standard
CLI2055,Aminata Koné,Senegalais,0,5,1222720.0,2.6,3.8,2,Standard
CLI0281,Luc Kouassi,Allemand,0,5,1221280.0,3.0,4.0,2,Standard
CLI0770,Rokia Sow,Ivoirien,0,2,1221000.0,4.0,2.5,2,Standard
CLI1519,Yao Bamba,Ivoirien,0,4,1217920.0,3.0,3.3,2,Standard
CLI0953,Kofi Mensah,Camerounais,1,2,1214400.0,2.5,3.5,2,Standard
CLI1790,Cheick Camara,Ivoirien,0,5,1214200.0,2.4,3.6,2,Standard
CLI1538,Serge Kouassi,Ivoirien,0,3,1213710.0,1.7,4.3,2,Standard
CLI1139,Kofi Diallo,Camerounais,0,2,1213000.0,3.0,4.5,2,Standard
CLI0204,Fatou Kouassi,Senegalais,0,3,1212560.0,4.0,4.0,2,Standard
CLI2755,Cheick Traore,Camerounais,0,2,1212000.0,3.5,4.5,2,Standard
CLI1205,Aida Koné,Senegalais,0,3,1212000.0,3.7,4.7,2,Standard
CLI2229,Aida Nkomo,Ivoirien,0,2,1212000.0,3.0,3.5,2,Standard
CLI0399,Rokia Camara,Allemand,1,4,1211800.0,3.0,4.0,2,Standard
CLI2199,Ibrahim Traore,Americain,0,8,1211640.0,2.4,3.3,2,Standard
CLI0868,Jean Ndoye,Allemand,0,4,1209440.0,2.3,4.8,2,Standard
CLI0229,Yao Ndoye,Ivoirien,0,5,1208160.0,3.0,3.4,2,Standard
CLI2947,Awa Bamba,Ivoirien,0,5,1207720.0,2.4,4.2,2,Standard
CLI1701,Luc Kouassi,Ghaneeen,0,2,1207500.0,3.0,5.0,2,Standard
CLI0444,Ibrahim Bamba,Ivoirien,0,2,1207500.0,3.0,4.0,2,Standard
CLI1062,Aminata Diallo,Ivoirien,0,4,1207440.0,3.0,4.3,2,Standard
CLI2264,Cheick Diallo,Autre,0,2,1205700.0,4.0,3.0,2,Standard
CLI0095,Kofi Nkomo,Ivoirien,0,4,1204400.0,2.5,5.0,2,Standard
CLI0664,Luc Bamba,Français,1,3,1203360.0,4.3,3.7,2,Standard
CLI2516,Marie Bamba,Ivoirien,0,4,1203000.0,2.8,4.0,2,Standard
CLI1757,Rokia Sow,Ivoirien,0,6,1201600.0,3.3,4.3,2,Standard
CLI2283,Jean Mensah,Senegalais,0,1,1201200.0,3.0,3.0,2,Standard
CLI2567,Serge Diallo,Français,1,4,1200800.0,3.8,3.8,2,Standard
CLI0050,Awa Koné,Senegalais,0,2,1200600.0,2.0,4.5,2,Standard
CLI0396,Rokia Sow,Autre,1,6,1199440.0,2.7,4.3,2,Standard
CLI1752,Aminata Ndoye,Ivoirien,1,5,1198920.0,2.4,3.6,2,Standard
CLI1679,Jean Camara,Camerounais,0,3,1198800.0,3.0,4.0,2,Standard
CLI2634,Sophie Koné,Ivoirien,1,5,1198660.0,2.6,4.0,2,Standard
CLI0433,Aminata Traore,Ivoirien,1,3,1197600.0,3.0,4.0,2,Standard
CLI0776,Yao Traore,Français,0,6,1197500.0,2.7,4.6,2,Standard
CLI1514,Eric Camara,Camerounais,0,3,1196320.0,3.7,4.3,2,Standard
CLI2496,Luc Diallo,Autre,0,2,1196000.0,4.5,3.0,2,Standard
CLI2101,Serge Traore,Camerounais,1,3,1193760.0,4.0,3.3,2,Standard
CLI0595,Serge Bamba,Allemand,0,6,1193600.0,2.8,4.3,2,Standard
CLI2582,Yao Koné,Français,0,6,1192960.0,3.0,3.7,2,Standard
CLI2308,Ibrahim Camara,Allemand,0,2,1191900.0,4.5,5.0,2,Standard
CLI1432,Paul Sow,Autre,0,5,1191600.0,2.8,4.6,2,Standard
CLI2114,Ibrahim Koné,Allemand,0,6,1191320.0,2.0,3.8,2,Standard
CLI0493,Moussa Mensah,Camerounais,0,1,1190000.0,4.0,4.0,2,Standard
CLI2361,Ibrahim Koné,Senegalais,0,3,1189800.0,2.7,4.3,2,Standard
CLI0956,Clarisse Bamba,Ivoirien,1,5,1188640.0,3.2,4.0,2,Standard
CLI0155,Kofi Camara,Ivoirien,0,6,1188560.0,2.8,4.0,2,Standard
CLI2287,Paul Traore,Autre,0,4,1186920.0,2.3,4.5,2,Standard
CLI2953,Paul Bamba,Senegalais,0,3,1186800.0,4.3,4.3,2,Standard
CLI2021,Eric Mensah,Ivoirien,1,5,1185120.0,2.6,4.2,2,Standard
CLI0317,Cheick Nkomo,Ivoirien,0,3,1182600.0,3.0,5.0,2,Standard
CLI0893,Paul Sow,Camerounais,0,2,1182000.0,3.0,5.0,2,Standard
CLI0630,Paul Traore,Ghaneeen,1,4,1180000.0,3.3,5.0,2,Standard
CLI0034,Sophie Koné,Ivoirien,0,3,1176800.0,1.7,4.0,2,Standard
CLI1598,Cheick Camara,Britannique,0,4,1176000.0,2.8,4.0,2,Standard
CLI1329,Aida Camara,Français,0,7,1175320.0,2.0,3.7,2,Standard
CLI1023,Adjoua Diallo,Senegalais,1,4,1174300.0,2.5,4.5,2,Standard
CLI0994,Ibrahim Camara,Ivoirien,0,4,1172560.0,2.3,3.8,2,Standard
CLI1053,Cheick Kouassi,Camerounais,1,2,1170240.0,4.0,4.0,2,Standard
CLI0382,Serge Nkomo,Ivoirien,0,3,1168200.0,3.3,4.0,2,Standard
CLI1112,Moussa Camara,Senegalais,0,2,1166750.0,2.0,4.5,2,Standard
CLI1218,Aminata Ndoye,Senegalais,1,5,1166400.0,3.0,4.8,2,Standard
CLI1352,Marie Ndoye,Ivoirien,0,4,1165100.0,2.5,4.3,2,Standard
CLI2244,Clarisse Kouassi,Senegalais,1,4,1164560.0,3.3,4.3,2,Standard
CLI1664,Eric Traore,Americain,1,5,1164480.0,3.4,4.4,2,Standard
CLI2159,Eric Camara,Senegalais,0,4,1163280.0,2.8,4.8,2,Standard
CLI1196,Binta Bamba,Americain,1,3,1163000.0,2.7,3.5,2,Standard
CLI0222,Moussa Diallo,Camerounais,0,2,1161600.0,4.0,4.0,2,Standard
CLI2523,Luc Nkomo,Camerounais,0,6,1161280.0,2.2,3.5,2,Standard
CLI2434,Sophie Nkomo,Autre,0,4,1160760.0,2.8,4.3,2,Standard
CLI2499,Aminata Mensah,Ivoirien,0,4,1159900.0,2.8,4.3,2,Standard
CLI0559,Fatou Nkomo,Ivoirien,0,4,1159000.0,1.5,2.8,2,Standard
CLI1839,Eric Traore,Français,0,4,1158900.0,4.0,4.0,2,Standard
CLI1591,Fatou Nkomo,Ivoirien,0,4,1158560.0,3.3,3.8,2,Standard
CLI2189,Clarisse Sow,Ivoirien,1,3,1158560.0,2.7,3.7,2,Standard
CLI0343,Rokia Koné,Ghaneeen,1,3,1156440.0,5.3,2.7,2,Standard
CLI2667,Moussa Traore,Senegalais,0,5,1156000.0,2.8,4.2,2,Standard
CLI2860,Jean Bamba,Camerounais,0,5,1154000.0,2.2,4.8,2,Standard
CLI1851,Sophie Camara,Camerounais,1,5,1153700.0,1.6,4.8,2,Standard
CLI2427,Cheick Camara,Ivoirien,0,5,1152960.0,2.6,4.0,2,Standard
CLI1821,Adjoua Mensah,Ivoirien,0,4,1152000.0,2.0,3.5,2,Standard
CLI2753,Marie Sow,Autre,0,4,1150500.0,2.8,3.8,2,Standard
