client_id,prenom,nom,email,nationalite,genre,age,telephone,client_fidele,nb_sejours_total
CLI1500,Paul,Diallo,paul.diallo1499@mail.com,Français,M,70,+225 07 20 15 11,0,4
CLI1501,Cheick,Camara,cheick.camara1500@mail.com,Français,M,61,+225 07 47 19 52,0,8
CLI1502,Cheick,Sow,cheick.sow1501@mail.com,Camerounais,M,61,+225 07 62 29 73,0,10
CLI1503,Cheick,Sow,cheick.sow1502@mail.com,Senegalais,M,64,+225 07 63 36 41,1,5
CLI1504,Rokia,Traore,rokia.traore1503@mail.com,Senegalais,F,28,+225 07 23 76 21,1,7
CLI1505,Yao,Camara,yao.camara1504@mail.com,Camerounais,M,63,+225 07 97 66 69,0,11
CLI1506,Aida,Traore,aida.traore1505@mail.com,Britannique,F,43,+225 07 72 95 63,1,3
CLI1507,Luc,Ndoye,luc.ndoye1506@mail.com,Camerounais,M,38,+225 07 89 26 89,0,8
CLI1508,Kofi,Ndoye,kofi.ndoye1507@mail.com,Americain,M,28,+225 07 26 37 15,0,11
CLI1509,Paul,Mensah,paul.mensah1508@mail.com,Ivoirien,M,65,+225 07 40 82 15,0,7
CLI1510,Paul,Nkomo,paul.nkomo1509@mail.com,Americain,M,58,+225 07 86 47 34,0,9
CLI1511,Jean,Sow,jean.sow1510@mail.com,Camerounais,M,62,+225 07 31 28 60,0,13
CLI1512,Sophie,Nkomo,sophie.nkomo1511@mail.com,Autre,F,49,+225 07 41 87 49,0,9
CLI1513,Yao,Diallo,yao.diallo1512@mail.com,Camerounais,M,43,+225 07 20 28 72,1,1
CLI1514,Eric,Camara,eric.camara1513@mail.com,Camerounais,M,23,+225 07 48 53 65,0,9
CLI1515,Kofi,Traore,kofi.traore1514@mail.com,Ivoirien,M,34,+225 07 73 17 85,0,2
CLI1516,Yao,Diallo,yao.diallo1515@mail.com,Americain,M,47,+225 07 45 96 25,0,6
CLI1517,Luc,Ndoye,luc.ndoye1516@mail.com,Français,M,60,+225 07 56 87 29,0,5
CLI1518,Eric,Kouassi,eric.kouassi1517@mail.com,Allemand,M,32,+225 07 56 10 73,1,4
CLI1519,Yao,Bamba,yao.bamba1518@mail.com,Ivoirien,M,45,+225 07 43 26 89,0,1
CLI1520,Yao,Traore,yao.traore1519@mail.com,Ivoirien,M,64,+225 07 72 59 63,1,1
CLI1521,Adjoua,Traore,adjoua.traore1520@mail.com,Allemand,F,54,+225 07 92 57 63,0,1
CLI1522,Aminata,Sow,aminata.sow1521@mail.com,Ivoirien,F,37,+225 07 33 73 49,0,11
CLI1523,Yao,Koné,yao.koné1522@mail.com,Camerounais,M,60,+225 07 11 97 94,0,14
CLI1524,Rokia,Nkomo,rokia.nkomo1523@mail.com,Senegalais,F,63,+225 07 51 58 12,0,8
CLI1525,Marie,Kouassi,marie.kouassi1524@mail.com,Autre,F,37,+225 07 83 49 33,0,4
CLI1526,Cheick,Sow,cheick.sow1525@mail.com,Britannique,M,50,+225 07 86 76 30,0,7
CLI1527,Binta,Bamba,binta.bamba1526@mail.com,Allemand,F,59,+225 07 53 38 68,0,13
CLI1528,Sophie,Sow,sophie.sow1527@mail.com,Ivoirien,F,57,+225 07 48 83 57,1,8
CLI1529,Marie,Sow,marie.sow1528@mail.com,Ghaneeen,F,60,+225 07 70 57 16,1,13
CLI1530,Adjoua,Sow,adjoua.sow1529@mail.com,Français,F,61,+225 07 42 48 12,0,7
CLI1531,Kofi,Nkomo,kofi.nkomo1530@mail.com,Autre,M,54,+225 07 30 81 11,1,1
CLI1532,Yao,Sow,yao.sow1531@mail.com,Ivoirien,M,34,+225 07 36 74 89,0,11
CLI1533,Jean,Sow,jean.sow1532@mail.com,Autre,M,40,+225 07 32 94 56,1,7
CLI1534,Moussa,Sow,moussa.sow1533@mail.com,Senegalais,M,56,+225 07 54 64 82,0,1
CLI1535,Kofi,Sow,kofi.sow1534@mail.com,Ivoirien,M,42,+225 07 77 15 37,0,12
CLI1536,Rokia,Koné,rokia.koné1535@mail.com,Ghaneeen,F,52,+225 07 73 22 93,0,3
CLI1537,Paul,Traore,paul.traore1536@mail.com,Americain,M,64,+225 07 93 63 61,0,10
CLI1538,Serge,Kouassi,serge.kouassi1537@mail.com,Ivoirien,M,54,+225 07 62 49 27,0,1
CLI1539,Marie,Diallo,marie.diallo1538@mail.com,Ivoirien,F,52,+225 07 90 72 81,0,14
CLI1540,Serge,Diallo,serge.diallo1539@mail.com,Allemand,M,29,+225 07 66 55 96,1,9
CLI1541,Moussa,Diallo,moussa.diallo1540@mail.com,Autre,M,28,+225 07 27 18 79,0,14
CLI1542,Sophie,Bamba,sophie.bamba1541@mail.com,Ivoirien,F,54,+225 07 52 33 77,1,8
CLI1543,Cheick,Koné,cheick.koné1542@mail.com,Autre,M,30,+225 07 21 70 56,0,9
CLI1544,Yao,Mensah,yao.mensah1543@mail.com,Autre,M,70,+225 07 98 51 69,1,2
CLI1545,Luc,Ndoye,luc.ndoye1544@mail.com,Autre,M,39,+225 07 74 96 25,1,1
CLI1546,Aminata,Mensah,aminata.mensah1545@mail.com,Ivoirien,F,43,+225 07 61 33 96,0,9
CLI1547,Ibrahim,Bamba,ibrahim.bamba1546@mail.com,Ghaneeen,M,45,+225 07 19 63 79,0,13
CLI1548,Cheick,Traore,cheick.traore1547@mail.com,Autre,M,52,+225 07 36 10 83,0,9
CLI1549,Moussa,Koné,moussa.koné1548@mail.com,Autre,M,31,+225 07 53 77 36,0,4
CLI1550,Cheick,Traore,cheick.traore1549@mail.com,Ghaneeen,M,33,+225 07 30 91 57,0,13
CLI1551,Clarisse,Bamba,clarisse.bamba1550@mail.com,Ivoirien,F,24,+225 07 37 58 43,0,5
CLI1552,Luc,Koné,luc.koné1551@mail.com,Ivoirien,M,52,+225 07 94 58 71,0,1
CLI1553,Awa,Nkomo,awa.nkomo1552@mail.com,Ivoirien,F,67,+225 07 17 30 14,0,8
CLI1554,Serge,Bamba,serge.bamba1553@mail.com,Ivoirien,M,45,+225 07 71 89 38,1,12
CLI1555,Paul,Kouassi,paul.kouassi1554@mail.com,Ivoirien,M,27,+225 07 43 59 79,0,6
CLI1556,Marie,Ndoye,marie.ndoye1555@mail.com,Ivoirien,F,30,+225 07 91 45 78,0,9
CLI1557,Luc,Nkomo,luc.nkomo1556@mail.com,Americain,M,57,+225 07 68 22 11,0,11
CLI1558,Cheick,Camara,cheick.camara1557@mail.com,Ghaneeen,M,34,+225 07 54 86 18,1,6
CLI1559,Clarisse,Sow,clarisse.sow1558@mail.com,Camerounais,F,37,+225 07 51 71 32,1,6
CLI1560,Cheick,Koné,cheick.koné1559@mail.com,Americain,M,50,+225 07 11 78 69,0,12
CLI1561,Paul,Kouassi,paul.kouassi1560@mail.com,Senegalais,M,66,+225 07 15 53 53,0,11
CLI1562,Aida,Mensah,aida.mensah1561@mail.com,Senegalais,F,31,+225 07 89 89 25,1,14
CLI1563,Yao,Ndoye,yao.ndoye1562@mail.com,Ivoirien,M,41,+225 07 80 85 67,0,13
CLI1564,Luc,Camara,luc.camara1563@mail.com,Senegalais,M,53,+225 07 21 21 33,0,1
CLI1565,Moussa,Bamba,moussa.bamba1564@mail.com,Ivoirien,M,34,+225 07 66 96 32,0,4
CLI1566,Moussa,Ndoye,moussa.ndoye1565@mail.com,Ghaneeen,M,69,+225 07 68 49 82,0,13
CLI1567,Eric,Mensah,eric.mensah1566@mail.com,Autre,M,38,+225 07 40 30 71,0,9
CLI1568,Awa,Ndoye,awa.ndoye1567@mail.com,Camerounais,F,60,+225 07 26 42 72,1,1
CLI1569,Eric,Traore,eric.traore1568@mail.com,Ivoirien,M,61,+225 07 64 85 78,0,5
CLI1570,Adjoua,Camara,adjoua.camara1569@mail.com,Français,F,51,+225 07 91 17 41,0,1
CLI1571,Eric,Kouassi,eric.kouassi1570@mail.com,Britannique,M,23,+225 07 58 46 79,1,2
CLI1572,Eric,Bamba,eric.bamba1571@mail.com,Camerounais,M,42,+225 07 53 91 51,1,3
CLI1573,Moussa,Diallo,moussa.diallo1572@mail.com,Ivoirien,M,39,+225 07 68 32 62,0,5
CLI1574,Rokia,Ndoye,rokia.ndoye1573@mail.com,Français,F,67,+225 07 65 76 25,0,1
CLI1575,Paul,Bamba,paul.bamba1574@mail.com,Ivoirien,M,37,+225 07 89 39 48,0,13
CLI1576,Luc,Traore,luc.traore1575@mail.com,Autre,M,54,+225 07 19 19 71,0,8
CLI1577,Clarisse,Mensah,clarisse.mensah1576@mail.com,Senegalais,F,69,+225 07 15 83 40,0,4
CLI1578,Cheick,Mensah,cheick.mensah1577@mail.com,Senegalais,M,29,+225 07 95 41 25,0,10
CLI1579,Eric,Sow,eric.sow1578@mail.com,Français,M,25,+225 07 56 45 95,0,4
CLI1580,Aida,Camara,aida.camara1579@mail.com,Ivoirien,F,45,+225 07 82 24 92,1,11
CLI1581,Jean,Koné,jean.koné1580@mail.com,Ivoirien,M,62,+225 07 85 36 62,0,3
CLI1582,Yao,Diallo,yao.diallo1581@mail.com,Ivoirien,M,49,+225 07 58 57 70,1,13
CLI1583,Cheick,Traore,cheick.traore1582@mail.com,Senegalais,M,32,+225 07 92 18 12,0,9
CLI1584,Serge,Traore,serge.traore1583@mail.com,Camerounais,M,67,+225 07 28 45 59,0,2
CLI1585,Serge,Koné,serge.koné1584@mail.com,Ivoirien,M,29,+225 07 85 49 39,0,4
CLI1586,Clarisse,Nkomo,clarisse.nkomo1585@mail.com,Senegalais,F,62,+225 07 73 27 70,0,9
CLI1587,Ibrahim,Kouassi,ibrahim.kouassi1586@mail.com,Americain,M,63,+225 07 25 74 83,0,4
CLI1588,Aida,Ndoye,aida.ndoye1587@mail.com,Autre,F,68,+225 07 51 60 55,0,8
CLI1589,Aminata,Nkomo,aminata.nkomo1588@mail.com,Ivoirien,F,41,+225 07 45 68 82,0,6
CLI1590,Aida,Sow,aida.sow1589@mail.com,Ghaneeen,F,60,+225 07 45 47 14,1,4
CLI1591,Fatou,Nkomo,fatou.nkomo1590@mail.com,Ivoirien,F,33,+225 07 79 87 46,0,11
CLI1592,Clarisse,Bamba,clarisse.bamba1591@mail.com,Camerounais,F,45,+225 07 25 48 32,0,10
CLI1593,Rokia,Koné,rokia.koné1592@mail.com,Allemand,F,28,+225 07 96 66 22,0,9
CLI1594,Eric,Traore,eric.traore1593@mail.com,Americain,M,25,+225 07 26 81 51,0,9
CLI1595,Luc,Traore,luc.traore1594@mail.com,Ivoirien,M,41,+225 07 81 15 50,1,5
CLI1596,Moussa,Kouassi,moussa.kouassi1595@mail.com,Ivoirien,M,45,+225 07 16 16 32,0,13
CLI1597,Moussa,Bamba,moussa.bamba1596@mail.com,Americain,M,43,+225 07 77 39 87,0,12
CLI1598,Cheick,Camara,cheick.camara1597@mail.com,Britannique,M,43,+225 07 69 20 54,0,6
CLI1599,Aida,Sow,aida.sow1598@mail.com,Ivoirien,F,61,+225 07 94 96 78,1,12
CLI1600,Cheick,Camara,cheick.camara1599@mail.com,Ivoirien,M,31,+225 07 26 88 20,0,2
CLI1601,Aida,Traore,aida.traore1600@mail.com,Senegalais,F,24,+225 07 43 30 36,0,7
CLI1602,Ibrahim,Traore,ibrahim.traore1601@mail.com,Ghaneeen,M,69,+225 07 10 79 90,0,7
CLI1603,Jean,Camara,jean.camara1602@mail.com,Senegalais,M,51,+225 07 90 57 61,0,3
CLI1604,Yao,Nkomo,yao.nkomo1603@mail.com,Autre,M,56,+225 07 71 31 74,0,1
CLI1605,Yao,Bamba,yao.bamba1604@mail.com,Britannique,M,52,+225 07 64 65 24,0,12
CLI1606,Moussa,Kouassi,moussa.kouassi1605@mail.com,Americain,M,71,+225 07 31 66 13,1,9
CLI1607,Moussa,Koné,moussa.koné1606@mail.com,Ivoirien,M,55,+225 07 96 17 89,0,13
CLI1608,Kofi,Kouassi,kofi.kouassi1607@mail.com,Britannique,M,37,+225 07 74 72 61,0,12
CLI1609,Cheick,Koné,cheick.koné1608@mail.com,Americain,M,51,+225 07 96 59 66,0,13
CLI1610,Moussa,Sow,moussa.sow1609@mail.com,Senegalais,M,46,+225 07 55 82 39,1,4
CLI1611,Moussa,Diallo,moussa.diallo1610@mail.com,Ghaneeen,M,47,+225 07 74 39 49,0,8
CLI1612,Kofi,Nkomo,kofi.nkomo1611@mail.com,Britannique,M,29,+225 07 64 39 86,0,4
CLI1613,Jean,Sow,jean.sow1612@mail.com,Autre,M,28,+225 07 77 74 50,0,9
CLI1614,Serge,Ndoye,serge.ndoye1613@mail.com,Camerounais,M,28,+225 07 40 72 59,0,14
CLI1615,Paul,Camara,paul.camara1614@mail.com,Ivoirien,M,43,+225 07 29 94 65,0,13
CLI1616,Luc,Camara,luc.camara1615@mail.com,Ghaneeen,M,23,+225 07 20 26 68,1,2
CLI1617,Fatou,Sow,fatou.sow1616@mail.com,Français,F,55,+225 07 80 88 36,0,7
CLI1618,Marie,Kouassi,marie.kouassi1617@mail.com,Ivoirien,F,69,+225 07 26 61 20,0,7
CLI1619,Aminata,Kouassi,aminata.kouassi1618@mail.com,Britannique,F,52,+225 07 18 54 48,0,7
CLI1620,Cheick,Bamba,cheick.bamba1619@mail.com,Ivoirien,M,63,+225 07 56 82 88,0,12
CLI1621,Ibrahim,Mensah,ibrahim.mensah1620@mail.com,Allemand,M,50,+225 07 57 28 83,0,10
CLI1622,Serge,Kouassi,serge.kouassi1621@mail.com,Camerounais,M,46,+225 07 36 97 75,0,13
CLI1623,Rokia,Camara,rokia.camara1622@mail.com,Senegalais,F,23,+225 07 16 72 29,0,9
CLI1624,Rokia,Bamba,rokia.bamba1623@mail.com,Ivoirien,F,27,+225 07 54 51 10,0,9
CLI1625,Adjoua,Kouassi,adjoua.kouassi1624@mail.com,Ivoirien,F,27,+225 07 85 10 78,0,4
CLI1626,Aida,Ndoye,aida.ndoye1625@mail.com,Français,F,29,+225 07 40 69 74,0,3
CLI1627,Paul,Ndoye,paul.ndoye1626@mail.com,Senegalais,M,51,+225 07 97 77 58,0,7
CLI1628,Aida,Traore,aida.traore1627@mail.com,Britannique,F,55,+225 07 27 83 86,0,7
CLI1629,Aminata,Bamba,aminata.bamba1628@mail.com,Ivoirien,F,62,+225 07 25 40 64,0,2
CLI1630,Jean,Nkomo,jean.nkomo1629@mail.com,Autre,M,47,+225 07 66 78 10,0,1
CLI1631,Binta,Nkomo,binta.nkomo1630@mail.com,Autre,F,22,+225 07 25 47 34,1,13
CLI1632,Moussa,Ndoye,moussa.ndoye1631@mail.com,Ivoirien,M,30,+225 07 49 97 68,0,14
CLI1633,Awa,Koné,awa.koné1632@mail.com,Ghaneeen,F,25,+225 07 64 39 79,0,7
CLI1634,Aminata,Mensah,aminata.mensah1633@mail.com,Autre,F,47,+225 07 60 13 37,0,10
CLI1635,Ibrahim,Camara,ibrahim.camara1634@mail.com,Senegalais,M,48,+225 07 32 52 51,0,13
CLI1636,Sophie,Diallo,sophie.diallo1635@mail.com,Ivoirien,F,41,+225 07 12 74 69,0,6
CLI1637,Ibrahim,Kouassi,ibrahim.kouassi1636@mail.com,Allemand,M,68,+225 07 80 61 12,0,12
CLI1638,Aminata,Mensah,aminata.mensah1637@mail.com,Camerounais,F,60,+225 07 97 55 19,0,7
CLI1639,Sophie,Sow,sophie.sow1638@mail.com,Ivoirien,F,60,+225 07 47 44 24,0,4
CLI1640,Rokia,Nkomo,rokia.nkomo1639@mail.com,Britannique,F,35,+225 07 98 70 59,0,3
CLI1641,Marie,Bamba,marie.bamba1640@mail.com,Français,F,47,+225 07 51 59 84,0,10
CLI1642,Eric,Diallo,eric.diallo1641@mail.com,Ivoirien,M,68,+225 07 39 90 64,0,3
CLI1643,Kofi,Bamba,kofi.bamba1642@mail.com,Ivoirien,M,41,+225 07 29 91 83,0,2
CLI1644,Kofi,Traore,kofi.traore1643@mail.com,Ivoirien,M,36,+225 07 60 32 55,0,7
CLI1645,Eric,Nkomo,eric.nkomo1644@mail.com,Autre,M,29,+225 07 80 29 12,0,3
CLI1646,Yao,Traore,yao.traore1645@mail.com,Ivoirien,M,43,+225 07 87 62 74,0,3
CLI1647,Yao,Traore,yao.traore1646@mail.com,Americain,M,60,+225 07 88 19 52,0,3
CLI1648,Jean,Ndoye,jean.ndoye1647@mail.com,Camerounais,M,46,+225 07 85 51 79,0,9
CLI1649,Paul,Ndoye,paul.ndoye1648@mail.com,Ghaneeen,M,71,+225 07 32 92 98,0,11
CLI1650,Aida,Nkomo,aida.nkomo1649@mail.com,Britannique,F,58,+225 07 16 22 16,1,1
CLI1651,Luc,Traore,luc.traore1650@mail.com,Allemand,M,22,+225 07 93 34 82,0,13
CLI1652,Awa,Mensah,awa.mensah1651@mail.com,Ivoirien,F,70,+225 07 22 23 42,1,8
CLI1653,Cheick,Camara,cheick.camara1652@mail.com,Ivoirien,M,31,+225 07 37 34 93,0,1
CLI1654,Luc,Diallo,luc.diallo1653@mail.com,Ivoirien,M,27,+225 07 81 32 17,1,9
CLI1655,Ibrahim,Traore,ibrahim.traore1654@mail.com,Français,M,42,+225 07 58 56 62,0,5
CLI1656,Cheick,Koné,cheick.koné1655@mail.com,Camerounais,M,36,+225 07 59 30 66,0,14
CLI1657,Luc,Sow,luc.sow1656@mail.com,Ivoirien,M,43,+225 07 62 74 36,0,10
CLI1658,Eric,Koné,eric.koné1657@mail.com,Ivoirien,M,27,+225 07 65 16 67,0,11
CLI1659,Moussa,Koné,moussa.koné1658@mail.com,Camerounais,M,28,+225 07 33 72 41,0,14
CLI1660,Jean,Ndoye,jean.ndoye1659@mail.com,Français,M,27,+225 07 25 26 62,0,7
CLI1661,Paul,Kouassi,paul.kouassi1660@mail.com,Senegalais,M,31,+225 07 67 64 71,0,13
CLI1662,Ibrahim,Nkomo,ibrahim.nkomo1661@mail.com,Autre,M,52,+225 07 92 48 13,1,11
CLI1663,Rokia,Traore,rokia.traore1662@mail.com,Autre,F,28,+225 07 37 26 70,0,2
CLI1664,Eric,Traore,eric.traore1663@mail.com,Americain,M,25,+225 07 94 40 19,1,10
CLI1665,Marie,Ndoye,marie.ndoye1664@mail.com,Camerounais,F,69,+225 07 74 32 79,0,2
CLI1666,Aminata,Bamba,aminata.bamba1665@mail.com,Allemand,F,34,+225 07 78 81 10,0,4
CLI1667,Clarisse,Bamba,clarisse.bamba1666@mail.com,Français,F,55,+225 07 72 44 14,0,7
CLI1668,Aida,Diallo,aida.diallo1667@mail.com,Camerounais,F,47,+225 07 30 50 31,0,6
CLI1669,Yao,Camara,yao.camara1668@mail.com,Senegalais,M,34,+225 07 74 56 89,0,4
CLI1670,Moussa,Koné,moussa.koné1669@mail.com,Britannique,M,53,+225 07 19 71 82,0,10
CLI1671,Ibrahim,Nkomo,ibrahim.nkomo1670@mail.com,Camerounais,M,48,+225 07 44 51 77,0,5
CLI1672,Binta,Bamba,binta.bamba1671@mail.com,Ivoirien,F,32,+225 07 45 58 73,1,4
CLI1673,Serge,Kouassi,serge.kouassi1672@mail.com,Autre,M,26,+225 07 14 28 71,0,8
CLI1674,Serge,Kouassi,serge.kouassi1673@mail.com,Ivoirien,M,44,+225 07 90 23 66,0,12
CLI1675,Awa,Traore,awa.traore1674@mail.com,Français,F,53,+225 07 98 30 60,1,11
CLI1676,Paul,Camara,paul.camara1675@mail.com,Ghaneeen,M,46,+225 07 27 39 20,1,11
CLI1677,Jean,Koné,jean.koné1676@mail.com,Ghaneeen,M,33,+225 07 86 88 78,0,6
CLI1678,Sophie,Koné,sophie.koné1677@mail.com,Ivoirien,F,66,+225 07 88 30 16,0,8
CLI1679,Jean,Camara,jean.camara1678@mail.com,Camerounais,M,29,+225 07 43 78 15,0,1
CLI1680,Ibrahim,Diallo,ibrahim.diallo1679@mail.com,Allemand,M,34,+225 07 76 87 17,0,7
CLI1681,Marie,Diallo,marie.diallo1680@mail.com,Ivoirien,F,61,+225 07 95 41 36,0,7
CLI1682,Luc,Kouassi,luc.kouassi1681@mail.com,Français,M,23,+225 07 94 19 92,0,3
CLI1683,Paul,Traore,paul.traore1682@mail.com,Britannique,M,56,+225 07 45 42 52,1,4
CLI1684,Moussa,Sow,moussa.sow1683@mail.com,Autre,M,25,+225 07 75 70 64,0,1
CLI1685,Aminata,Traore,aminata.traore1684@mail.com,Camerounais,F,69,+225 07 92 33 73,0,5
CLI1686,Eric,Traore,eric.traore1685@mail.com,Senegalais,M,54,+225 07 94 68 91,0,14
CLI1687,Sophie,Nkomo,sophie.nkomo1686@mail.com,Français,F,62,+225 07 47 63 64,0,2
CLI1688,Adjoua,Nkomo,adjoua.nkomo1687@mail.com,Camerounais,F,22,+225 07 31 56 85,0,10
CLI1689,Luc,Koné,luc.koné1688@mail.com,Ghaneeen,M,45,+225 07 42 78 36,1,6
CLI1690,Eric,Camara,eric.camara1689@mail.com,Français,M,49,+225 07 65 91 35,0,13
CLI1691,Paul,Nkomo,paul.nkomo1690@mail.com,Français,M,29,+225 07 32 68 80,0,2
CLI1692,Aida,Bamba,aida.bamba1691@mail.com,Ivoirien,F,47,+225 07 87 44 90,0,2
CLI1693,Yao,Traore,yao.traore1692@mail.com,Americain,M,53,+225 07 64 93 43,0,2
CLI1694,Yao,Koné,yao.koné1693@mail.com,Camerounais,M,54,+225 07 33 92 96,0,7
CLI1695,Kofi,Ndoye,kofi.ndoye1694@mail.com,Autre,M,43,+225 07 93 35 95,0,9
CLI1696,Aida,Bamba,aida.bamba1695@mail.com,Ghaneeen,F,62,+225 07 53 51 32,0,3
CLI1697,Paul,Camara,paul.camara1696@mail.com,Allemand,M,71,+225 07 93 71 42,0,1
CLI1698,Adjoua,Kouassi,adjoua.kouassi1697@mail.com,Autre,F,68,+225 07 87 96 18,0,14
CLI1699,Kofi,Kouassi,kofi.kouassi1698@mail.com,Autre,M,30,+225 07 53 42 97,1,14
CLI1700,Fatou,Mensah,fatou.mensah1699@mail.com,Français,F,31,+225 07 90 95 37,0,10
CLI1701,Luc,Kouassi,luc.kouassi1700@mail.com,Ghaneeen,M,56,+225 07 21 55 55,0,12
CLI1702,Eric,Sow,eric.sow1701@mail.com,Ivoirien,M,52,+225 07 45 46 11,0,8
CLI1703,Marie,Nkomo,marie.nkomo1702@mail.com,Senegalais,F,60,+225 07 91 98 45,0,7
CLI1704,Sophie,Diallo,sophie.diallo1703@mail.com,Camerounais,F,35,+225 07 72 50 93,0,4
CLI1705,Cheick,Sow,cheick.sow1704@mail.com,Americain,M,67,+225 07 61 16 40,0,5
CLI1706,Eric,Kouassi,eric.kouassi1705@mail.com,Ghaneeen,M,29,+225 07 74 22 42,1,10
CLI1707,Jean,Camara,jean.camara1706@mail.com,Senegalais,M,38,+225 07 20 48 98,0,6
CLI1708,Eric,Diallo,eric.diallo1707@mail.com,Ivoirien,M,66,+225 07 58 64 79,0,11
CLI1709,Paul,Diallo,paul.diallo1708@mail.com,Français,M,48,+225 07 26 46 85,0,8
CLI1710,Binta,Diallo,binta.diallo1709@mail.com,Senegalais,F,39,+225 07 20 77 10,0,8
CLI1711,Moussa,Bamba,moussa.bamba1710@mail.com,Ivoirien,M,31,+225 07 81 61 13,0,4
CLI1712,Adjoua,Ndoye,adjoua.ndoye1711@mail.com,Ivoirien,F,70,+225 07 81 76 39,0,2
CLI1713,Ibrahim,Mensah,ibrahim.mensah1712@mail.com,Allemand,M,51,+225 07 67 79 40,0,9
CLI1714,Luc,Mensah,luc.mensah1713@mail.com,Ivoirien,M,50,+225 07 61 85 78,0,10
CLI1715,Marie,Camara,marie.camara1714@mail.com,Senegalais,F,57,+225 07 96 30 60,0,14
CLI1716,Luc,Ndoye,luc.ndoye1715@mail.com,Camerounais,M,42,+225 07 29 22 85,0,10
CLI1717,Binta,Diallo,binta.diallo1716@mail.com,Ivoirien,F,42,+225 07 93 70 95,0,8
CLI1718,Paul,Diallo,paul.diallo1717@mail.com,Ivoirien,M,34,+225 07 68 73 56,0,1
CLI1719,Sophie,Nkomo,sophie.nkomo1718@mail.com,Autre,F,39,+225 07 53 20 93,0,6
CLI1720,Awa,Koné,awa.koné1719@mail.com,Ghaneeen,F,35,+225 07 66 98 86,0,8
CLI1721,Rokia,Kouassi,rokia.kouassi1720@mail.com,Ivoirien,F,34,+225 07 91 45 56,0,3
CLI1722,Cheick,Diallo,cheick.diallo1721@mail.com,Ivoirien,M,49,+225 07 45 85 52,0,14
CLI1723,Moussa,Camara,moussa.camara1722@mail.com,Senegalais,M,23,+225 07 75 16 35,0,8
CLI1724,Moussa,Nkomo,moussa.nkomo1723@mail.com,Français,M,62,+225 07 78 88 69,0,7
CLI1725,Yao,Sow,yao.sow1724@mail.com,Français,M,57,+225 07 32 69 21,0,4
CLI1726,Jean,Sow,jean.sow1725@mail.com,Ivoirien,M,65,+225 07 43 47 45,0,5
CLI1727,Cheick,Nkomo,cheick.nkomo1726@mail.com,Français,M,29,+225 07 29 17 32,0,7
CLI1728,Luc,Bamba,luc.bamba1727@mail.com,Allemand,M,26,+225 07 14 46 33,1,9
CLI1729,Cheick,Kouassi,cheick.kouassi1728@mail.com,Ivoirien,M,49,+225 07 35 42 29,0,5
CLI1730,Paul,Kouassi,paul.kouassi1729@mail.com,Ivoirien,M,66,+225 07 89 48 35,0,6
CLI1731,Jean,Ndoye,jean.ndoye1730@mail.com,Autre,M,59,+225 07 95 45 20,0,6
CLI1732,Yao,Kouassi,yao.kouassi1731@mail.com,Camerounais,M,38,+225 07 65 95 47,1,5
CLI1733,Fatou,Mensah,fatou.mensah1732@mail.com,Americain,F,64,+225 07 56 11 30,0,3
CLI1734,Kofi,Mensah,kofi.mensah1733@mail.com,Senegalais,M,54,+225 07 98 71 72,0,3
CLI1735,Cheick,Traore,cheick.traore1734@mail.com,Ivoirien,M,27,+225 07 37 88 98,0,8
CLI1736,Cheick,Traore,cheick.traore1735@mail.com,Ivoirien,M,51,+225 07 55 87 49,0,9
CLI1737,Adjoua,Bamba,adjoua.bamba1736@mail.com,Ivoirien,F,65,+225 07 31 94 70,0,7
CLI1738,Yao,Bamba,yao.bamba1737@mail.com,Camerounais,M,24,+225 07 92 82 36,0,1
CLI1739,Cheick,Ndoye,cheick.ndoye1738@mail.com,Ivoirien,M,48,+225 07 23 91 48,0,8
CLI1740,Marie,Nkomo,marie.nkomo1739@mail.com,Britannique,F,26,+225 07 89 69 89,0,9
CLI1741,Ibrahim,Ndoye,ibrahim.ndoye1740@mail.com,Camerounais,M,32,+225 07 25 24 81,0,12
CLI1742,Clarisse,Bamba,clarisse.bamba1741@mail.com,Autre,F,43,+225 07 15 42 18,0,6
CLI1743,Awa,Kouassi,awa.kouassi1742@mail.com,Camerounais,F,55,+225 07 19 76 47,0,2
CLI1744,Luc,Ndoye,luc.ndoye1743@mail.com,Senegalais,M,46,+225 07 47 24 94,0,6
CLI1745,Jean,Kouassi,jean.kouassi1744@mail.com,Camerounais,M,70,+225 07 69 66 90,0,5
CLI1746,Adjoua,Koné,adjoua.koné1745@mail.com,Ivoirien,F,55,+225 07 85 16 24,0,14
CLI1747,Binta,Koné,binta.koné1746@mail.com,Britannique,F,29,+225 07 41 10 29,1,14
CLI1748,Luc,Bamba,luc.bamba1747@mail.com,Français,M,61,+225 07 93 31 35,1,4
CLI1749,Jean,Koné,jean.koné1748@mail.com,Ivoirien,M,33,+225 07 96 41 79,0,10
CLI1750,Cheick,Camara,cheick.camara1749@mail.com,Ghaneeen,M,65,+225 07 55 90 42,1,7
CLI1751,Luc,Ndoye,luc.ndoye1750@mail.com,Camerounais,M,60,+225 07 39 19 36,0,2
CLI1752,Aminata,Ndoye,aminata.ndoye1751@mail.com,Ivoirien,F,23,+225 07 74 22 47,1,10
CLI1753,Luc,Nkomo,luc.nkomo1752@mail.com,Ivoirien,M,58,+225 07 14 30 19,0,10
