id_client,nom,prenom,sexe,age,ville,code_offre,date_souscription,date_resiliation,statut
CL04153,DESCHAMPS,Patrick,M,27,Korhogo,ETUDIANT,2025-03-31,,actif
CL04154,MAHE,Gabriel,M,18,Abidjan,CONNECT,2024-04-24,,actif
CL04155,TECHER,Daniel,M,18,Abidjan,ETUDIANT,2022-10-21,,actif
CL04156,MARTINEZ,Capucine,F,38,Abidjan,PULSE,2022-07-26,2024-06-30,resilie
CL04157,GALLET,André,M,20,Abidjan,PULSE,2023-06-11,,actif
CL04158,MERCIER,Zoé,F,18,Abidjan,PREMIUM,2023-06-28,,actif
CL04159,POTIER,Alexandrie,F,28,Bouake,ETUDIANT,2023-12-31,,actif
CL04160,COLIN,Monique,F,18,Abidjan,PULSE,2023-12-07,,actif
CL04161,TEXIER,Marguerite,F,57,Abidjan,CONNECT,2024-12-18,,actif
CL04162,BRUNET,Madeleine,F,32,Abidjan,PULSE,2025-02-24,2025-08-28,resilie
CL04163,LOISEAU,Brigitte,F,18,San-Pedro,CONNECT,2022-12-22,2025-06-25,resilie
CL04164,SAMSON,Astrid,F,31,Abidjan,CONNECT,2022-01-20,,actif
CL04165,PELTIER,Raymond,M,25,San-Pedro,SENIOR,2022-03-08,,actif
CL04166,GOSSELIN,Paul,M,33,Abidjan,PULSE,2022-06-02,,actif
CL04167,TURPIN,Émilie,F,39,Bouake,ETUDIANT,2025-08-06,,actif
CL04168,COUSIN,Zoé,F,21,Yamoussoukro,CONNECT,2025-01-11,2025-10-04,resilie
CL04169,MARIN,Claude,F,55,Abidjan,CONNECT,2022-11-23,,actif
CL04170,BERTIN,Marianne,F,47,Bouake,CONNECT,2024-07-01,,actif
CL04171,GIMENEZ,Agnès,F,51,Bouake,PREMIUM,2024-11-15,,actif
CL04172,SALMON,Alfred,M,56,Abidjan,PREMIUM,2022-03-14,,actif
CL04173,PERRET,Célina,F,18,Abidjan,CONNECT,2023-10-11,,actif
CL04174,JACOB,Stéphanie,F,29,Bouake,SENIOR,2023-12-26,,actif
CL04175,GOMES,Michelle,F,18,Abidjan,PULSE,2022-08-03,,actif
CL04176,PICHON,Suzanne,F,18,Yamoussoukro,PULSE,2025-06-19,,actif
CL04177,DA SILVA,Alfred,M,56,Abidjan,ETUDIANT,2025-09-20,,actif
CL04178,SCHMITT,Roger,M,46,Abidjan,PULSE,2024-07-16,,actif
CL04179,DELMAS,Madeleine,F,30,Korhogo,CONNECT,2023-12-04,,actif
CL04180,MUNOZ,Danielle,F,27,Abidjan,ETUDIANT,2023-05-16,,actif
CL04181,MARIN,Martin,M,18,Korhogo,ETUDIANT,2023-01-31,,actif
CL04182,LUCAS,Marcelle,F,27,San-Pedro,CONNECT,2024-01-14,2025-08-17,resilie
CL04183,AUGER,Nath,F,26,Bouake,SENIOR,2024-12-10,2025-08-21,resilie
CL04184,COULON,Bertrand,M,41,Abidjan,PRO,2025-02-02,,actif
CL04185,COLAS,Yves,M,25,Yamoussoukro,PULSE,2023-10-29,2024-08-16,resilie
CL04186,MARIN,Vincent,M,33,Bouake,PULSE,2025-07-16,,actif
CL04187,LENOIR,Zacharie,M,32,Abidjan,PULSE,2024-02-22,2024-06-15,resilie
CL04188,GIMENEZ,Sébastien,M,37,Korhogo,PREMIUM,2022-08-12,,actif
CL04189,LELIÈVRE,Noël,M,33,Abidjan,PULSE,2025-06-12,,actif
CL04190,GUILBERT,Édouard,M,57,Bouake,PULSE,2023-08-22,,actif
CL04191,GUILLOU,Andrée,F,18,Yamoussoukro,PULSE,2024-12-26,,actif
CL04192,MICHAUD,Julie,F,30,Abidjan,PULSE,2022-07-12,2025-08-24,resilie
CL04193,COSTA,Michelle,F,54,Abidjan,PULSE,2025-08-15,2025-11-16,resilie
CL04194,CHAUVET,Marthe,F,37,Abidjan,PRO,2022-04-17,,actif
CL04195,GOSSELIN,Guy,M,24,Korhogo,SENIOR,2023-01-31,,actif
CL04196,LEBRUN,Anne,F,24,Korhogo,ETUDIANT,2024-06-17,,actif
CL04197,LEROY,Amélie,F,26,Abidjan,PULSE,2024-11-17,,actif
CL04198,RODRIGUEZ,Mathilde,F,25,Korhogo,PRO,2023-03-26,,actif
CL04199,LÉVÊQUE,Alexandrie,F,22,San-Pedro,ETUDIANT,2023-04-09,,actif
CL04200,SALMON,Marianne,F,42,Abidjan,ETUDIANT,2023-03-03,,actif
CL04201,GILLET,Brigitte,F,28,Bouake,PREMIUM,2022-04-13,,actif
CL04202,GILBERT,Marie,F,31,Abidjan,PULSE,2022-09-06,,actif
CL04203,HAMON,Olivie,F,21,Abidjan,PULSE,2023-05-18,,actif
CL04204,MARTY,Antoine,M,43,Abidjan,PULSE,2023-01-08,,actif
CL04205,PELTIER,Jacqueline,F,38,Abidjan,ETUDIANT,2024-02-11,,actif
CL04206,HOARAU,Georges,M,18,Abidjan,CONNECT,2022-04-12,2025-09-05,resilie
CL04207,JOURDAN,Marcelle,F,33,Abidjan,SENIOR,2025-07-07,,actif
CL04208,ALLAIN,Augustin,M,29,Yamoussoukro,CONNECT,2025-03-24,,actif
CL04209,LAGARDE,Arthur,M,36,Yamoussoukro,PULSE,2023-03-06,,actif
CL04210,SCHNEIDER,Bertrand,M,22,Bouake,ETUDIANT,2024-04-28,,actif
CL04211,MARQUES,Émile,M,43,San-Pedro,ETUDIANT,2024-05-07,,actif
CL04212,LEFEBVRE,Marguerite,F,42,Abidjan,CONNECT,2024-10-06,,actif
CL04213,MOREL,Suzanne,F,43,Korhogo,PULSE,2025-07-17,,actif
CL04214,DESCAMPS,Pauline,F,47,Abidjan,PULSE,2024-07-18,2025-10-04,resilie
CL04215,DUHAMEL,Paulette,F,22,Bouake,PULSE,2022-06-04,,actif
CL04216,DA COSTA,Aimée,F,23,Yamoussoukro,PREMIUM,2022-12-02,,actif
CL04217,GRENIER,Noël,M,22,Bouake,PRO,2022-05-27,,actif
CL04218,PRUVOST,Alain,M,22,San-Pedro,ETUDIANT,2022-12-19,,actif
CL04219,PRÉVOST,Laurent,M,35,San-Pedro,ETUDIANT,2024-04-05,2025-04-23,resilie
CL04220,MASSE,Léon,M,40,San-Pedro,PULSE,2025-03-23,2025-07-21,resilie
CL04221,BRETON,Sébastien,M,33,Yamoussoukro,PULSE,2023-02-28,,actif
CL04222,PERRIN,Patrick,M,41,Abidjan,PULSE,2023-02-26,2024-02-06,resilie
CL04223,ROUSSEL,Yves,M,24,Yamoussoukro,PULSE,2024-09-17,2025-04-12,resilie
CL04224,LECLERC,Maggie,F,28,Abidjan,PULSE,2024-03-15,2024-08-21,resilie
CL04225,MAHE,Camille,F,18,Abidjan,CONNECT,2024-06-21,,actif
CL04226,SALMON,Xavier,M,41,Bouake,PULSE,2022-10-30,,actif
CL04227,MAILLOT,Danielle,F,26,Korhogo,CONNECT,2025-09-29,,actif
CL04228,BONNEAU,Lucy,F,24,Bouake,PULSE,2023-03-17,,actif
CL04229,MARCHAL,Renée,F,22,Abidjan,CONNECT,2025-03-20,2025-07-27,resilie
CL04230,RENAUD,Paul,M,33,Abidjan,PULSE,2023-06-08,,actif
CL04231,BOUSQUET,Auguste,M,56,Korhogo,ETUDIANT,2024-08-14,2025-10-07,resilie
CL04232,REGNIER,Frédérique,F,18,Abidjan,PREMIUM,2024-03-22,,actif
CL04233,HERVÉ,Gilles,M,34,Abidjan,PULSE,2024-11-11,2025-05-14,resilie
CL04234,ROUSSEAU,Lucy,F,18,Abidjan,PULSE,2023-11-29,,actif
CL04235,BAUDRY,Luc,M,28,Abidjan,PULSE,2022-03-03,,actif
CL04236,JEAN,Bernadette,F,59,Abidjan,CONNECT,2023-05-29,,actif
CL04237,WAGNER,Stéphane,M,43,Abidjan,ETUDIANT,2025-02-24,2025-10-12,resilie
CL04238,GAUTHIER,Théodore,M,28,Abidjan,CONNECT,2022-05-07,2024-03-07,resilie
CL04239,MARQUES,Grégoire,M,18,Abidjan,ETUDIANT,2024-12-06,,actif
CL04240,MERCIER,Thérèse,F,19,Bouake,PREMIUM,2023-10-31,,actif
CL04241,LAUNAY,Françoise,F,24,Bouake,CONNECT,2022-08-11,,actif
CL04242,PERROT,Astrid,F,45,Yamoussoukro,PULSE,2024-03-01,2024-07-28,resilie
CL04243,GILLES,Henri,M,45,Abidjan,PULSE,2025-03-17,2025-08-11,resilie
CL04244,BODIN,Lucy,F,38,Abidjan,CONNECT,2025-03-10,,actif
CL04245,LESAGE,Margaux,F,38,Abidjan,CONNECT,2025-08-31,,actif
CL04246,BOURGEOIS,Marc,M,35,Bouake,PULSE,2025-03-26,,actif
CL04247,MARÉCHAL,Gilbert,M,38,Bouake,PULSE,2025-06-25,,actif
CL04248,FERRAND,Susanne,F,31,Abidjan,PREMIUM,2024-10-11,,actif
CL04249,LECONTE,Robert,M,42,Abidjan,ETUDIANT,2025-08-06,,actif
CL04250,ARNAUD,Agnès,F,40,Bouake,PREMIUM,2024-07-29,,actif
CL04251,TECHER,Raymond,M,20,Korhogo,PULSE,2023-04-14,2025-10-14,resilie
CL04252,LEMOINE,Zoé,F,37,Abidjan,ETUDIANT,2024-03-16,,actif
CL04253,BENOIT,Suzanne,F,49,Abidjan,CONNECT,2024-02-03,,actif
CL04254,ROYER,Timothée,M,39,Korhogo,PULSE,2023-09-17,2025-04-15,resilie
CL04255,ROSSI,Thibault,M,28,San-Pedro,PULSE,2025-01-23,,actif
CL04256,LECOQ,Martin,M,41,Bouake,ETUDIANT,2022-09-24,,actif
CL04257,MORENO,Thomas,M,57,Yamoussoukro,PREMIUM,2023-03-13,,actif
CL04258,LOPEZ,Raymond,M,31,Korhogo,CONNECT,2024-05-15,,actif
CL04259,BOURGEOIS,Jules,M,25,Bouake,PULSE,2024-07-08,,actif
CL04260,PINTO,David,M,28,Abidjan,PULSE,2024-01-25,2025-06-06,resilie
CL04261,GUILLOT,Clémence,F,38,Abidjan,ETUDIANT,2024-12-31,2025-07-20,resilie
CL04262,LETELLIER,Lucy,F,50,Abidjan,SENIOR,2025-03-20,,actif
CL04263,GAY,Lucas,M,18,Bouake,PRO,2024-08-16,,actif
CL04264,JULIEN,Arthur,M,40,Abidjan,ETUDIANT,2024-02-17,,actif
CL04265,COUTURIER,Emmanuelle,F,27,Abidjan,PULSE,2024-03-25,2024-10-12,resilie
CL04266,PASQUIER,Grégoire,M,23,Abidjan,ETUDIANT,2023-09-18,,actif
CL04267,RENAULT,Tristan,M,32,Abidjan,ETUDIANT,2022-04-25,2024-12-11,resilie
CL04268,RENARD,Joséphine,F,23,Korhogo,PRO,2025-09-22,,actif
CL04269,TORRES,Théophile,M,31,Bouake,CONNECT,2023-01-15,,actif
CL04270,HUET,Océane,F,23,Abidjan,CONNECT,2023-03-09,,actif
CL04271,DUPUIS,Céline,F,44,Korhogo,ETUDIANT,2023-07-24,,actif
CL04272,GÉRARD,Élise,F,46,Yamoussoukro,CONNECT,2025-08-16,,actif
CL04273,LEROY,Jacqueline,F,37,Yamoussoukro,ETUDIANT,2022-11-15,,actif
CL04274,RUIZ,Nicolas,M,18,Yamoussoukro,PULSE,2023-05-29,,actif
CL04275,VALLÉE,Renée,F,18,Abidjan,PULSE,2024-10-03,2025-11-10,resilie
CL04276,BRIAND,Alex,F,47,Abidjan,ETUDIANT,2022-07-28,,actif
CL04277,RENAUD,Constance,F,21,Korhogo,CONNECT,2022-02-23,2024-02-24,resilie
CL04278,MAILLARD,Daniel,M,20,Abidjan,PULSE,2022-07-14,2024-12-31,resilie
CL04279,LEROY,Josette,F,36,Abidjan,CONNECT,2022-11-15,,actif
CL04280,LOPES,Vincent,M,23,San-Pedro,CONNECT,2022-05-26,,actif
CL04281,DIAS,Emmanuel,M,33,Abidjan,PRO,2025-04-19,,actif
CL04282,WEISS,Alphonse,M,46,Abidjan,PULSE,2024-09-09,2025-03-07,resilie
CL04283,MACE,Patrick,M,31,Yamoussoukro,ETUDIANT,2023-09-24,2025-07-29,resilie
CL04284,LEFEBVRE,Andrée,F,64,Abidjan,CONNECT,2022-11-18,2024-05-01,resilie
CL04285,PEREZ,Hugues,M,39,San-Pedro,ETUDIANT,2022-12-01,,actif
CL04286,MARION,Henri,M,34,Abidjan,PRO,2023-08-09,,actif
CL04287,ANDRE,Odette,F,22,Korhogo,PULSE,2022-08-31,,actif
CL04288,MARCHAL,Bernadette,F,24,Korhogo,PULSE,2024-07-10,2024-10-28,resilie
CL04289,CHAUVIN,Christine,F,25,Abidjan,PULSE,2024-03-01,,actif
CL04290,HUET,Bertrand,M,45,Bouake,CONNECT,2022-12-26,,actif
CL04291,MASSE,Philippe,M,51,San-Pedro,PULSE,2024-07-02,,actif
CL04292,MATHIEU,Jeannine,F,29,Bouake,PRO,2024-07-15,,actif
CL04293,MAHE,Benjamin,M,24,Abidjan,PULSE,2025-03-16,2025-09-08,resilie
CL04294,GOMEZ,Chantal,F,18,Abidjan,PULSE,2024-02-07,2024-09-22,resilie
CL04295,LELEU,Hugues,M,24,Abidjan,CONNECT,2024-03-27,,actif
CL04296,BOULANGER,Nath,F,36,Abidjan,PULSE,2023-02-18,,actif
CL04297,BOUVET,Georges,M,18,Bouake,CONNECT,2023-09-01,,actif
CL04298,BRIAND,Gabrielle,F,55,Abidjan,ETUDIANT,2024-01-07,,actif
CL04299,MEUNIER,Bernard,M,52,Abidjan,SENIOR,2022-02-12,,actif
CL04300,ROGER,Franck,M,33,Yamoussoukro,SENIOR,2022-12-23,,actif
CL04301,PARIS,Matthieu,M,18,Yamoussoukro,ETUDIANT,2023-02-08,,actif
CL04302,LEJEUNE,Joséphine,F,56,Korhogo,CONNECT,2024-10-09,,actif
CL04303,PRUVOST,Andrée,F,25,Abidjan,PULSE,2022-04-27,,actif
CL04304,MARIN,René,M,42,Abidjan,ETUDIANT,2023-07-03,,actif
CL04305,BESSON,Bertrand,M,39,Bouake,PULSE,2023-12-03,2025-06-14,resilie
CL04306,PRÉVOST,Pauline,F,20,Abidjan,CONNECT,2023-11-23,,actif
CL04307,OLLIVIER,Jeanne,F,41,Korhogo,PULSE,2025-07-12,2025-12-22,resilie
CL04308,LOPES,Claudine,F,26,Abidjan,CONNECT,2023-09-22,,actif
CL04309,ÉTIENNE,Noël,M,22,Abidjan,CONNECT,2024-02-28,,actif
CL04310,AUGER,Julien,M,47,Korhogo,CONNECT,2024-02-18,,actif
CL04311,LE GALL,Alain,M,40,Bouake,PREMIUM,2024-04-23,,actif
CL04312,IMBERT,Alexandria,F,32,Bouake,SENIOR,2023-12-21,,actif
CL04313,ROUSSET,Anastasie,F,43,Bouake,PREMIUM,2024-10-08,,actif
CL04314,BLOT,Isabelle,F,38,Abidjan,PULSE,2024-07-20,,actif
CL04315,FLEURY,Nathalie,F,24,Bouake,PULSE,2023-10-25,,actif
CL04316,RUIZ,Maryse,F,47,Yamoussoukro,PULSE,2022-02-27,,actif
CL04317,POTTIER,Chantal,F,39,Abidjan,CONNECT,2023-05-23,2025-01-17,resilie
CL04318,JOUBERT,Inès,F,50,Abidjan,CONNECT,2022-11-22,,actif
CL04319,PICHON,Nath,F,26,Korhogo,PULSE,2022-07-08,,actif
CL04320,PETIT,Nathalie,F,31,Bouake,CONNECT,2022-02-07,,actif
CL04321,ADAM,Henri,M,18,Bouake,PREMIUM,2025-06-28,2025-12-09,resilie
CL04322,ROBIN,Georges,M,52,Bouake,PULSE,2025-07-26,,actif
CL04323,LÉGER,Françoise,F,18,Abidjan,CONNECT,2025-06-18,2025-12-15,resilie
CL04324,RENARD,Sabine,F,46,Abidjan,CONNECT,2023-02-23,,actif
CL04325,LEFORT,Margaud,F,19,Abidjan,PULSE,2023-01-26,2024-04-03,resilie
CL04326,GOSSELIN,Odette,F,49,Bouake,CONNECT,2024-06-15,,actif
CL04327,FONTAINE,Laure,F,52,Abidjan,CONNECT,2023-03-17,2024-03-22,resilie
CL04328,FAURE,Patrick,M,20,Abidjan,PREMIUM,2023-10-29,,actif
CL04329,GEORGES,Olivie,F,18,Abidjan,PULSE,2024-09-11,,actif
CL04330,LE ROUX,Marcel,M,47,Bouake,ETUDIANT,2025-06-03,,actif
CL04331,ROUSSEL,Édouard,M,18,Yamoussoukro,ETUDIANT,2023-08-23,,actif
CL04332,ROCHER,Josette,F,29,San-Pedro,CONNECT,2024-07-05,2024-10-06,resilie
CL04333,GUILLOU,Anouk,F,28,Abidjan,CONNECT,2023-01-06,,actif
CL04334,BENARD,Marc,M,36,Abidjan,ETUDIANT,2022-11-01,,actif
CL04335,MARION,Marguerite,F,27,Yamoussoukro,PULSE,2022-09-21,,actif
CL04336,DE SOUSA,Alix,F,19,Bouake,ETUDIANT,2023-01-31,2024-11-25,resilie
CL04337,LEDOUX,Anastasie,F,45,Abidjan,PULSE,2022-12-09,,actif
CL04338,CLERC,Tristan,M,18,Abidjan,PULSE,2025-05-26,,actif
CL04339,GONZALEZ,Thomas,M,29,Bouake,CONNECT,2023-04-02,,actif
CL04340,HEBERT,Tristan,M,45,Abidjan,SENIOR,2023-05-19,,actif
CL04341,DUFOUR,Adrien,M,46,Abidjan,PULSE,2023-08-10,,actif
CL04342,MARÉCHAL,Émilie,F,18,Abidjan,ETUDIANT,2022-05-17,2024-12-18,resilie
CL04343,TECHER,Manon,F,40,Bouake,CONNECT,2025-07-03,,actif
CL04344,BOUVIER,Sébastien,M,25,Abidjan,ETUDIANT,2022-06-23,,actif
CL04345,PEREZ,Bertrand,M,43,Yamoussoukro,PREMIUM,2022-02-04,,actif
CL04346,BARBIER,Jeanne,F,42,Abidjan,ETUDIANT,2023-10-25,,actif
CL04347,BLONDEL,Victor,M,42,Abidjan,PULSE,2025-06-04,,actif
CL04348,LEDOUX,Christelle,F,28,Abidjan,PULSE,2025-03-21,2025-09-08,resilie
CL04349,VALENTIN,Zacharie,M,32,Bouake,SENIOR,2024-01-14,,actif
CL04350,BOUCHET,Hugues,M,18,Abidjan,CONNECT,2024-02-08,,actif
CL04351,SAUVAGE,Olivier,M,72,Abidjan,PULSE,2023-10-14,,actif
CL04352,GUYON,Christiane,F,55,Abidjan,PULSE,2023-04-23,,actif
CL04353,BERTIN,Diane,F,38,Abidjan,ETUDIANT,2024-01-03,,actif
CL04354,TORRES,Théodore,M,25,Korhogo,SENIOR,2023-11-06,,actif
CL04355,MILLET,Guy,M,32,Abidjan,PULSE,2024-08-17,,actif
CL04356,PHILIPPE,Augustin,M,36,Yamoussoukro,ETUDIANT,2024-07-25,2025-11-04,resilie
CL04357,LEGROS,Julien,M,30,Yamoussoukro,PULSE,2024-05-19,,actif
CL04358,VIDAL,Nathalie,F,49,Abidjan,PRO,2023-10-21,,actif
CL04359,HOAREAU,Hélène,F,52,Yamoussoukro,ETUDIANT,2024-04-08,,actif
CL04360,LEFEBVRE,Alain,M,32,Abidjan,SENIOR,2025-09-27,,actif
CL04361,PASCAL,Henriette,F,51,Abidjan,ETUDIANT,2025-05-09,,actif
CL04362,BLANC,Susan,F,30,Bouake,PULSE,2022-07-24,2025-04-28,resilie
CL04363,PHILIPPE,Julie,F,29,Abidjan,CONNECT,2023-07-19,,actif
CL04364,BOUTIN,Denise,F,42,Abidjan,CONNECT,2024-10-25,,actif
CL04365,GIRARD,Luc,M,26,Abidjan,CONNECT,2025-02-09,,actif
CL04366,MAURICE,Pénélope,F,25,Yamoussoukro,CONNECT,2024-10-03,,actif
CL04367,BRUNEL,Gilles,M,37,Bouake,PREMIUM,2024-06-15,,actif
CL04368,GÉRARD,Aurore,F,45,Abidjan,PREMIUM,2024-10-05,,actif
CL04369,TESSIER,Denise,F,23,Yamoussoukro,PULSE,2024-01-04,,actif
CL04370,DUHAMEL,Célina,F,44,Abidjan,PULSE,2023-11-04,,actif
CL04371,GARCIA,Rémy,M,43,Yamoussoukro,PULSE,2022-10-27,2025-05-21,resilie
CL04372,GAY,Susanne,F,44,Abidjan,PREMIUM,2024-05-12,,actif
CL04373,MAILLET,Paul,M,39,Abidjan,PULSE,2025-07-27,2025-12-03,resilie
CL04374,LEMAIRE,Frédéric,M,20,Abidjan,PREMIUM,2025-06-16,,actif
CL04375,DELANNOY,Emmanuelle,F,29,Abidjan,PULSE,2024-12-30,2025-10-07,resilie
CL04376,AUBERT,Juliette,F,29,Abidjan,CONNECT,2024-02-06,,actif
CL04377,HERVÉ,Paul,M,23,Yamoussoukro,PREMIUM,2022-05-20,2025-01-13,resilie
CL04378,WEBER,Christophe,M,61,Abidjan,PULSE,2023-05-30,2024-11-30,resilie
CL04379,PERRET,Emmanuelle,F,50,Korhogo,ETUDIANT,2023-10-13,,actif
CL04380,BRUNEL,Franck,M,59,Abidjan,CONNECT,2023-08-08,,actif
CL04381,CARRE,Yves,M,22,Abidjan,PULSE,2023-02-13,,actif
CL04382,ROCHE,Marc,M,27,Abidjan,PULSE,2025-07-29,,actif
CL04383,ARNAUD,Odette,F,37,Abidjan,CONNECT,2025-05-09,,actif
CL04384,RODRIGUES,Alix,F,34,Abidjan,PULSE,2024-10-07,,actif
CL04385,CHARPENTIER,Julie,F,30,Abidjan,CONNECT,2023-10-14,,actif
CL04386,HUET,Stéphanie,F,18,Abidjan,CONNECT,2024-03-07,,actif
CL04387,MENARD,Julien,M,22,Abidjan,CONNECT,2022-06-26,,actif
CL04388,GUILLON,Zacharie,M,18,Korhogo,CONNECT,2025-05-29,,actif
CL04389,JOURDAN,Michel,M,46,Abidjan,CONNECT,2022-05-28,,actif
CL04390,CLÉMENT,Adrienne,F,39,Korhogo,PRO,2023-07-30,,actif
CL04391,LELIÈVRE,Daniel,M,39,Yamoussoukro,CONNECT,2022-05-11,,actif
CL04392,BRETON,Nicole,F,43,Korhogo,ETUDIANT,2025-07-30,2025-12-12,resilie
CL04393,TORRES,Franck,M,40,Abidjan,PULSE,2025-03-06,2025-08-12,resilie
CL04394,DELANNOY,Léon,M,46,Korhogo,CONNECT,2024-09-29,,actif
CL04395,NEVEU,Pauline,F,22,Yamoussoukro,ETUDIANT,2025-08-25,2025-12-31,resilie
CL04396,GUYON,Joséphine,F,27,Yamoussoukro,PREMIUM,2023-09-08,,actif
CL04397,LEGRAND,Brigitte,F,18,Abidjan,ETUDIANT,2024-12-18,,actif
CL04398,PASCAL,Antoine,M,20,Abidjan,PREMIUM,2023-06-03,,actif
CL04399,ROUX,Jacques,M,75,Korhogo,PULSE,2022-02-02,2024-07-28,resilie
CL04400,HUET,Sylvie,F,41,Yamoussoukro,PULSE,2023-09-09,2025-10-29,resilie
CL04401,MONNIER,Thibaut,M,32,Abidjan,PRO,2022-06-21,,actif
CL04402,LECONTE,Amélie,F,26,Abidjan,PULSE,2024-07-13,,actif
CL04403,THOMAS,Jeannine,F,35,Yamoussoukro,CONNECT,2025-05-11,,actif
CL04404,BODIN,Thierry,M,27,Bouake,PRO,2022-08-19,,actif
CL04405,WEBER,Henri,M,18,Bouake,PREMIUM,2023-07-30,,actif
CL04406,DELAUNAY,Xavier,M,41,Yamoussoukro,PREMIUM,2023-08-17,,actif
CL04407,LEMAÎTRE,Christelle,F,34,Bouake,PULSE,2023-11-03,,actif
CL04408,VAILLANT,Alice,F,42,Abidjan,PRO,2022-04-28,,actif
CL04409,BLIN,Emmanuel,M,21,Korhogo,ETUDIANT,2024-02-05,2025-05-24,resilie
CL04410,BERTIN,Denise,F,35,Abidjan,ETUDIANT,2025-07-21,,actif
CL04411,GAUDIN,Paul,M,30,Bouake,CONNECT,2024-03-31,2024-08-03,resilie
CL04412,MAILLOT,Nicolas,M,43,Bouake,CONNECT,2023-11-05,,actif
CL04413,PAYET,Aurore,F,23,Abidjan,ETUDIANT,2024-11-23,2025-04-29,resilie
CL04414,PRÉVOST,Rémy,M,18,Abidjan,CONNECT,2022-05-21,,actif
CL04415,LESAGE,Claire,F,33,Abidjan,SENIOR,2022-11-17,2024-06-16,resilie
CL04416,BERTIN,Céline,F,47,San-Pedro,PULSE,2022-07-18,,actif
CL04417,BOUVIER,Alphonse,M,40,Abidjan,CONNECT,2023-12-04,2025-02-17,resilie
CL04418,RODRIGUEZ,Zoé,F,33,Abidjan,PULSE,2024-10-15,,actif
CL04419,GUYOT,Maryse,F,45,Korhogo,PRO,2024-12-20,,actif
CL04420,PERRET,Guy,M,44,Abidjan,PULSE,2022-11-24,,actif
CL04421,CHARLES,Julie,F,42,Bouake,PULSE,2023-03-11,,actif
CL04422,BLONDEL,Margaux,F,30,San-Pedro,SENIOR,2023-06-29,,actif
CL04423,NGUYEN,Danielle,F,41,San-Pedro,SENIOR,2025-08-23,,actif
CL04424,GOMES,Victoire,F,18,Abidjan,PULSE,2022-04-28,,actif
CL04425,SALMON,Clémence,F,35,Abidjan,CONNECT,2024-09-17,2025-04-07,resilie
CL04426,BERTHELOT,Sabine,F,22,Abidjan,CONNECT,2022-11-19,,actif
CL04427,VINCENT,Élisabeth,F,25,San-Pedro,PRO,2024-11-01,,actif
CL04428,GÉRARD,André,M,18,Abidjan,PULSE,2025-08-02,,actif
CL04429,ROLLAND,Édith,F,23,Yamoussoukro,CONNECT,2024-11-20,,actif
CL04430,DA SILVA,Noël,M,55,Abidjan,CONNECT,2022-02-28,,actif
CL04431,BERTIN,Édouard,M,39,Abidjan,CONNECT,2025-02-10,2025-07-01,resilie
CL04432,MUNOZ,Suzanne,F,37,Abidjan,CONNECT,2023-03-14,,actif
CL04433,NGUYEN,Bertrand,M,29,Korhogo,PREMIUM,2022-01-25,,actif
CL04434,COSTA,Alice,F,45,Korhogo,PRO,2025-04-16,,actif
CL04435,PICHON,Martine,F,30,Abidjan,PULSE,2024-04-03,2024-07-09,resilie
CL04436,LACOMBE,Roger,M,29,Abidjan,CONNECT,2023-07-09,,actif
CL04437,VALLÉE,Michel,M,32,Yamoussoukro,SENIOR,2022-12-04,,actif
CL04438,TEIXEIRA,Bertrand,M,41,San-Pedro,PULSE,2023-11-27,2024-11-17,resilie
CL04439,FOUQUET,David,M,18,Abidjan,CONNECT,2022-09-12,,actif
CL04440,DENIS,Jérôme,M,33,Yamoussoukro,CONNECT,2022-03-11,,actif
CL04441,MORIN,François,M,39,Abidjan,CONNECT,2023-03-06,2024-02-12,resilie
CL04442,JACQUET,Éric,M,34,Yamoussoukro,PULSE,2022-08-17,,actif
CL04443,ROY,Dominique,F,18,San-Pedro,CONNECT,2023-02-24,,actif
CL04444,MAILLARD,Roland,M,42,Abidjan,CONNECT,2023-03-25,,actif
CL04445,DUPRÉ,Stéphane,M,25,Abidjan,CONNECT,2024-01-20,,actif
CL04446,LECOMTE,Adèle,F,22,Abidjan,CONNECT,2025-03-16,,actif
CL04447,LAINE,Sébastien,M,60,Abidjan,PULSE,2023-03-31,,actif
CL04448,ARNAUD,Marc,M,45,Yamoussoukro,ETUDIANT,2022-02-05,2024-07-04,resilie
CL04449,GARNIER,Gérard,M,25,Abidjan,CONNECT,2023-03-09,,actif
CL04450,LECOQ,Paul,M,18,Bouake,PULSE,2023-11-12,,actif
CL04451,LABBÉ,Benoît,M,30,Abidjan,ETUDIANT,2025-05-27,,actif
CL04452,BOULANGER,Alexandre,M,35,Abidjan,PULSE,2024-09-20,,actif
CL04453,JACQUET,Zacharie,M,-27,Abidjan,SENIOR,2023-06-03,2024-04-19,resilie
CL04454,BAZIN,Chantal,F,53,Abidjan,ETUDIANT,2022-03-15,,actif
CL04455,CARLIER,Michelle,F,18,Korhogo,CONNECT,2023-07-26,,actif
CL04456,MAURY,Bernard,M,18,Abidjan,PULSE,2024-07-10,,actif
CL04457,BRETON,Colette,F,25,Abidjan,CONNECT,2022-07-29,2024-08-08,resilie
CL04458,LEROY,Audrey,F,33,Yamoussoukro,CONNECT,2024-05-26,,actif
CL04459,JACQUES,Vincent,M,22,Yamoussoukro,SENIOR,2022-06-15,,actif
CL04460,VOISIN,Susanne,F,36,Yamoussoukro,CONNECT,2023-09-12,,actif
