ticket_id,created_at,category_id,agent_id,pays,canal,priorite,statut,sla_heures,first_response_heures,resolution_heures,sla_breach,nb_contacts,reopened,csat,in_backlog,ratio_sla,nom,tier,tier_num,bureau,csat_moyen,taux_resolution_pct,tickets_actifs,nom_cat,domaine,priorite_defaut,sla_strict,heure_creation,jour_semaine,mois,est_weekend,heure_hors_bureau,ticket_at_risk,is_high_priority,is_long_wait,is_reopened
TKT006126,2023-01-02 11:57:00,CAT001,AGT002,France,App mobile,4,Escaladé,240,107.4,480.2,1,1,0,,0,2.001,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Facturation,Billing,4,True,11,0,1,0,0,1,0,1,0
TKT006127,2023-01-02 09:37:00,CAT009,AGT005,Cameroun,App mobile,1,Résolu,480,56.3,470.5,0,3,1,4.5,0,0.98,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Escalade juridique,Legal,1,True,9,0,1,0,0,0,1,1,1
TKT006128,2023-01-02 10:25:00,CAT006,AGT011,Senegal,Web form,3,En cours,360,38.5,374.0,1,1,0,,0,1.039,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Qualite produit,Product,3,False,10,0,1,0,0,1,0,1,0
TKT006129,2023-01-02 21:09:00,CAT007,AGT008,Belgique,Chat,5,Escaladé,480,158.2,744.7,1,1,0,,0,1.551,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Demande info,General,5,False,21,0,1,0,1,1,0,1,0
TKT006130,2023-01-02 11:51:00,CAT004,AGT008,Senegal,Email,3,Escaladé,240,48.9,367.2,1,1,0,,0,1.53,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Remboursement,Billing,3,True,11,0,1,0,0,1,0,1,0
TKT006131,2023-01-02 09:24:00,CAT003,AGT008,Senegal,Email,3,Résolu,180,12.1,165.6,0,1,0,4.0,0,0.92,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Livraison retardee,Delivery,3,True,9,0,1,0,0,0,0,1,0
TKT006132,2023-01-02 11:14:00,CAT001,AGT010,Cameroun,Chat,4,Escaladé,240,27.7,260.7,1,2,0,,0,1.086,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Facturation,Billing,4,True,11,0,1,0,0,1,0,1,0
TKT006133,2023-01-02 12:58:00,CAT003,AGT003,CI,Email,3,Backlog,180,8.4,125.2,0,1,0,,1,0.696,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Livraison retardee,Delivery,3,True,12,0,1,0,0,1,0,1,0
TKT006134,2023-01-02 10:28:00,CAT007,AGT004,Belgique,Téléphone,5,Résolu,480,71.1,751.4,1,1,0,3.2,0,1.565,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Demande info,General,5,False,10,0,1,0,0,1,0,1,0
TKT006135,2023-01-02 21:27:00,CAT007,AGT001,CI,Web form,5,En cours,480,36.5,618.9,1,1,0,,0,1.289,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Demande info,General,5,False,21,0,1,0,1,1,0,1,0
TKT006136,2023-01-02 14:44:00,CAT007,AGT006,CI,Chat,5,Escaladé,480,194.5,830.6,1,2,0,,0,1.73,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Demande info,General,5,False,14,0,1,0,0,1,0,1,0
TKT006137,2023-01-02 15:06:00,CAT008,AGT011,Mali,Email,2,Escaladé,120,21.8,135.5,1,3,0,,0,1.129,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Probleme paiement,Billing,2,True,15,0,1,0,0,1,1,1,0
TKT006138,2023-01-02 19:19:00,CAT010,AGT011,Mali,App mobile,1,En cours,60,2.5,27.3,0,1,0,,0,0.455,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Fraude signalée,Security,1,True,19,0,1,0,1,0,1,0,0
TKT006139,2023-01-02 13:27:00,CAT008,AGT011,CI,Email,2,Résolu,120,3.7,53.7,0,2,0,3.4,0,0.448,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Probleme paiement,Billing,2,True,13,0,1,0,0,0,1,0,0
TKT006140,2023-01-02 16:21:00,CAT006,AGT002,France,Chat,3,Résolu,360,190.3,761.2,1,1,0,4.1,0,2.114,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Qualite produit,Product,3,False,16,0,1,0,0,1,0,1,0
TKT006141,2023-01-02 13:31:00,CAT008,AGT001,Mali,App mobile,2,Escaladé,120,32.9,179.5,1,1,0,,0,1.496,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Probleme paiement,Billing,2,True,13,0,1,0,0,1,1,1,0
TKT006142,2023-01-02 16:26:00,CAT007,AGT007,CI,Email,5,En cours,480,128.1,516.8,1,2,0,,0,1.077,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Demande info,General,5,False,16,0,1,0,0,1,0,1,0
TKT006143,2023-01-02 11:45:00,CAT001,AGT005,CI,Email,4,Escaladé,240,49.6,232.1,0,1,0,,0,0.967,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Facturation,Billing,4,True,11,0,1,0,0,1,0,1,0
TKT006144,2023-01-02 16:11:00,CAT008,AGT012,Senegal,Web form,2,Résolu,120,3.5,14.0,0,2,0,4.2,0,0.117,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Probleme paiement,Billing,2,True,16,0,1,0,0,0,1,0,0
TKT006145,2023-01-03 10:33:00,CAT002,AGT012,Mali,Chat,2,Escaladé,120,34.7,148.4,1,2,0,,0,1.237,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Panne technique,Technical,2,True,10,1,1,0,0,1,1,1,0
TKT006146,2023-01-03 17:31:00,CAT007,AGT009,CI,Chat,5,Résolu,480,228.9,1146.1,1,1,0,3.4,0,2.388,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Demande info,General,5,False,17,1,1,0,0,1,0,1,0
TKT006147,2023-01-03 09:53:00,CAT007,AGT008,CI,Email,5,Escaladé,480,44.8,665.6,1,2,0,,0,1.387,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Demande info,General,5,False,9,1,1,0,0,1,0,1,0
TKT006148,2023-01-03 15:19:00,CAT005,AGT007,CI,Chat,1,Escaladé,60,8.1,60.7,1,2,0,,0,1.012,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Acces compte,Technical,1,True,15,1,1,0,0,1,1,1,0
TKT006149,2023-01-03 19:28:00,CAT001,AGT004,CI,Chat,4,Résolu,240,76.0,471.8,1,2,0,3.3,0,1.966,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Facturation,Billing,4,True,19,1,1,0,1,1,0,1,0
TKT006150,2023-01-03 10:59:00,CAT001,AGT005,CI,Email,4,Résolu,240,22.2,245.5,1,1,0,4.3,0,1.023,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Facturation,Billing,4,True,10,1,1,0,0,1,0,1,0
TKT006151,2023-01-03 20:05:00,CAT002,AGT005,France,Email,2,En cours,120,28.3,129.3,1,1,0,,0,1.078,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Panne technique,Technical,2,True,20,1,1,0,1,1,1,1,0
TKT006152,2023-01-03 10:41:00,CAT007,AGT001,France,App mobile,5,Escaladé,480,79.1,648.4,1,2,0,,0,1.351,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Demande info,General,5,False,10,1,1,0,0,1,0,1,0
TKT006153,2023-01-03 17:15:00,CAT002,AGT012,Cameroun,Email,2,Résolu,120,6.9,74.4,0,2,0,4.1,0,0.62,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Panne technique,Technical,2,True,17,1,1,0,0,0,1,1,0
TKT006154,2023-01-03 15:48:00,CAT007,AGT008,France,Email,5,Escaladé,480,113.8,969.6,1,4,0,,0,2.02,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Demande info,General,5,False,15,1,1,0,0,1,0,1,0
TKT006155,2023-01-03 12:51:00,CAT008,AGT010,CI,App mobile,2,Résolu,120,4.1,54.6,0,3,0,5.0,0,0.455,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Probleme paiement,Billing,2,True,12,1,1,0,0,0,1,1,0
TKT006156,2023-01-03 12:33:00,CAT003,AGT005,Maroc,Téléphone,3,Résolu,180,23.2,118.0,0,1,0,4.5,0,0.656,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Livraison retardee,Delivery,3,True,12,1,1,0,0,0,0,1,0
TKT006157,2023-01-03 13:05:00,CAT002,AGT004,CI,Email,2,En cours,120,17.7,101.8,0,1,0,,0,0.848,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Panne technique,Technical,2,True,13,1,1,0,0,0,1,1,0
TKT006158,2023-01-03 09:55:00,CAT008,AGT008,CI,Téléphone,2,Résolu,120,17.7,110.2,0,1,0,4.0,0,0.918,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Probleme paiement,Billing,2,True,9,1,1,0,0,0,1,1,0
TKT006159,2023-01-03 16:57:00,CAT005,AGT011,Senegal,Email,1,Résolu,60,1.8,9.6,0,3,1,3.9,0,0.16,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Acces compte,Technical,1,True,16,1,1,0,0,0,1,0,1
TKT006160,2023-01-03 16:25:00,CAT002,AGT007,CI,Email,2,Backlog,120,8.7,84.7,0,1,0,,1,0.706,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Panne technique,Technical,2,True,16,1,1,0,0,1,1,1,0
TKT006161,2023-01-03 01:20:00,CAT003,AGT008,CI,Téléphone,3,Résolu,180,18.5,197.1,1,2,0,4.9,0,1.095,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Livraison retardee,Delivery,3,True,1,1,1,0,1,1,0,1,0
TKT006162,2023-01-03 17:50:00,CAT001,AGT009,CI,Téléphone,4,Résolu,240,25.4,323.7,1,1,0,4.5,0,1.349,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Facturation,Billing,4,True,17,1,1,0,0,1,0,1,0
TKT006163,2023-01-03 19:43:00,CAT003,AGT012,Senegal,Téléphone,3,Résolu,180,32.1,220.7,1,1,0,3.9,0,1.226,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Livraison retardee,Delivery,3,True,19,1,1,0,1,1,0,1,0
TKT006164,2023-01-03 12:19:00,CAT010,AGT010,Senegal,Chat,1,Résolu,60,0.8,6.8,0,3,0,4.4,0,0.113,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Fraude signalée,Security,1,True,12,1,1,0,0,0,1,0,0
TKT006165,2023-01-03 11:43:00,CAT002,AGT011,Mali,Web form,2,Backlog,120,10.2,45.4,0,2,0,,1,0.378,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Panne technique,Technical,2,True,11,1,1,0,0,1,1,1,0
TKT006166,2023-01-03 21:01:00,CAT003,AGT004,Senegal,Chat,3,Résolu,180,53.6,286.5,1,1,0,3.3,0,1.592,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Livraison retardee,Delivery,3,True,21,1,1,0,1,1,0,1,0
TKT006167,2023-01-04 08:32:00,CAT002,AGT001,CI,Chat,2,Résolu,120,15.9,64.5,0,2,0,4.1,0,0.538,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Panne technique,Technical,2,True,8,2,1,0,0,0,1,1,0
TKT006168,2023-01-04 16:17:00,CAT003,AGT001,CI,Email,3,Résolu,180,33.9,223.9,1,2,0,3.7,0,1.244,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Livraison retardee,Delivery,3,True,16,2,1,0,0,1,0,1,0
TKT006169,2023-01-04 19:35:00,CAT007,AGT012,CI,Email,5,Fermé,480,28.3,404.8,0,1,0,5.0,0,0.843,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Demande info,General,5,False,19,2,1,0,1,0,0,1,0
TKT006170,2023-01-04 08:52:00,CAT003,AGT012,France,Email,3,Résolu,180,8.5,85.6,0,1,0,4.7,0,0.476,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Livraison retardee,Delivery,3,True,8,2,1,0,0,0,0,1,0
TKT006171,2023-01-04 17:43:00,CAT005,AGT009,France,Email,1,Résolu,60,12.5,52.5,0,5,0,4.5,0,0.875,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Acces compte,Technical,1,True,17,2,1,0,0,0,1,1,0
TKT006172,2023-01-04 23:47:00,CAT007,AGT009,CI,Email,5,Résolu,480,176.5,767.2,1,4,0,2.9,0,1.598,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Demande info,General,5,False,23,2,1,0,1,1,0,1,0
TKT006173,2023-01-04 13:21:00,CAT002,AGT007,Cameroun,Email,2,Résolu,120,2.1,24.6,0,2,0,4.1,0,0.205,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Panne technique,Technical,2,True,13,2,1,0,0,0,1,0,0
TKT006174,2023-01-04 17:16:00,CAT001,AGT005,Mali,Téléphone,4,Résolu,240,32.2,182.0,0,2,0,4.4,0,0.758,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Facturation,Billing,4,True,17,2,1,0,0,0,0,1,0
TKT006175,2023-01-04 10:54:00,CAT004,AGT005,CI,Email,3,Résolu,240,24.2,227.9,0,3,0,4.5,0,0.95,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Remboursement,Billing,3,True,10,2,1,0,0,0,0,1,0
TKT006176,2023-01-04 13:00:00,CAT005,AGT012,Senegal,Chat,1,Escaladé,60,13.3,62.2,1,4,1,,0,1.037,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Acces compte,Technical,1,True,13,2,1,0,0,1,1,1,1
TKT006177,2023-01-04 23:14:00,CAT007,AGT006,Ghana,Web form,5,En cours,480,132.4,825.2,1,1,0,,0,1.719,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Demande info,General,5,False,23,2,1,0,1,1,0,1,0
TKT006178,2023-01-04 18:45:00,CAT003,AGT007,Ghana,Web form,3,Résolu,180,17.2,102.4,0,1,0,4.3,0,0.569,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Livraison retardee,Delivery,3,True,18,2,1,0,0,0,0,1,0
TKT006179,2023-01-04 13:40:00,CAT010,AGT006,Senegal,App mobile,1,Escaladé,60,6.1,34.6,0,2,0,,0,0.577,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Fraude signalée,Security,1,True,13,2,1,0,0,1,1,1,0
TKT006180,2023-01-04 16:13:00,CAT002,AGT009,Maroc,Email,2,Escaladé,120,20.1,144.6,1,4,1,,0,1.205,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Panne technique,Technical,2,True,16,2,1,0,0,1,1,1,1
TKT006181,2023-01-04 17:49:00,CAT010,AGT007,France,Email,1,Résolu,60,9.3,78.6,1,2,0,4.1,0,1.31,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Fraude signalée,Security,1,True,17,2,1,0,0,1,1,1,0
TKT006182,2023-01-04 08:32:00,CAT007,AGT005,Senegal,Email,5,Résolu,480,31.5,440.5,0,2,0,4.2,0,0.918,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Demande info,General,5,False,8,2,1,0,0,0,0,1,0
TKT006183,2023-01-04 15:36:00,CAT005,AGT005,Senegal,Email,1,En cours,60,1.1,19.4,0,2,0,,0,0.323,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Acces compte,Technical,1,True,15,2,1,0,0,0,1,0,0
TKT006184,2023-01-05 09:24:00,CAT004,AGT009,Senegal,Téléphone,3,Escaladé,240,25.0,114.1,0,1,0,,0,0.475,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Remboursement,Billing,3,True,9,3,1,0,0,1,0,1,0
TKT006185,2023-01-05 19:43:00,CAT007,AGT002,Senegal,Téléphone,5,Résolu,480,30.0,535.4,1,1,0,3.9,0,1.115,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Demande info,General,5,False,19,3,1,0,1,1,0,1,0
TKT006186,2023-01-05 10:13:00,CAT002,AGT003,Senegal,Email,2,Escaladé,120,31.5,135.9,1,3,0,,0,1.132,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Panne technique,Technical,2,True,10,3,1,0,0,1,1,1,0
TKT006187,2023-01-05 10:35:00,CAT004,AGT012,Senegal,App mobile,3,Résolu,240,38.7,286.3,1,3,1,4.9,0,1.193,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Remboursement,Billing,3,True,10,3,1,0,0,1,0,1,1
TKT006188,2023-01-05 08:20:00,CAT002,AGT002,CI,Téléphone,2,Escaladé,120,19.7,134.3,1,2,0,,0,1.119,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Panne technique,Technical,2,True,8,3,1,0,0,1,1,1,0
TKT006189,2023-01-05 07:43:00,CAT004,AGT005,Mali,Téléphone,3,Escaladé,240,38.2,250.6,1,2,0,,0,1.044,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Remboursement,Billing,3,True,7,3,1,0,1,1,0,1,0
TKT006190,2023-01-05 20:53:00,CAT004,AGT007,Mali,Téléphone,3,Résolu,240,62.3,267.2,1,2,0,4.1,0,1.113,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Remboursement,Billing,3,True,20,3,1,0,1,1,0,1,0
TKT006191,2023-01-05 09:44:00,CAT001,AGT010,Senegal,Web form,4,Escaladé,240,70.8,369.3,1,1,0,,0,1.539,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Facturation,Billing,4,True,9,3,1,0,0,1,0,1,0
TKT006192,2023-01-05 19:31:00,CAT008,AGT003,CI,Email,2,Escaladé,120,31.4,157.8,1,2,0,,0,1.315,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Probleme paiement,Billing,2,True,19,3,1,0,1,1,1,1,0
TKT006193,2023-01-05 16:53:00,CAT001,AGT003,Senegal,Chat,4,Fermé,240,80.6,338.1,1,2,0,3.6,0,1.409,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Facturation,Billing,4,True,16,3,1,0,0,1,0,1,0
TKT006194,2023-01-05 12:53:00,CAT001,AGT005,Maroc,Web form,4,Résolu,240,24.8,132.1,0,2,0,5.0,0,0.55,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Facturation,Billing,4,True,12,3,1,0,0,0,0,1,0
TKT006195,2023-01-05 15:57:00,CAT002,AGT001,Maroc,Chat,2,En cours,120,27.2,120.2,1,1,0,,0,1.002,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Panne technique,Technical,2,True,15,3,1,0,0,1,1,1,0
TKT006196,2023-01-05 09:45:00,CAT004,AGT010,CI,Email,3,En cours,240,36.3,188.8,0,1,0,,0,0.787,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Remboursement,Billing,3,True,9,3,1,0,0,0,0,1,0
TKT006197,2023-01-05 15:56:00,CAT008,AGT007,Maroc,App mobile,2,Escaladé,120,16.0,150.0,1,2,0,,0,1.25,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Probleme paiement,Billing,2,True,15,3,1,0,0,1,1,1,0
TKT006198,2023-01-05 17:50:00,CAT003,AGT005,CI,Web form,3,Escaladé,180,6.5,60.5,0,3,1,,0,0.336,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Livraison retardee,Delivery,3,True,17,3,1,0,0,1,0,1,1
TKT006199,2023-01-05 13:24:00,CAT007,AGT011,Senegal,Téléphone,5,Escaladé,480,143.3,1021.6,1,1,0,,0,2.128,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Demande info,General,5,False,13,3,1,0,0,1,0,1,0
TKT006200,2023-01-05 21:41:00,CAT004,AGT007,France,Email,3,Résolu,240,11.1,146.1,0,1,0,3.8,0,0.609,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Remboursement,Billing,3,True,21,3,1,0,1,0,0,1,0
TKT006201,2023-01-05 09:51:00,CAT001,AGT004,Ghana,Email,4,Résolu,240,23.4,211.4,0,1,0,4.3,0,0.881,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Facturation,Billing,4,True,9,3,1,0,0,0,0,1,0
TKT006202,2023-01-05 14:03:00,CAT001,AGT011,Senegal,Email,4,Escaladé,240,32.6,417.1,1,2,0,,0,1.738,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Facturation,Billing,4,True,14,3,1,0,0,1,0,1,0
TKT006203,2023-01-05 07:30:00,CAT003,AGT010,CI,Web form,3,Escaladé,180,51.6,270.1,1,2,0,,0,1.501,Olivier Martin,Tier 3,3,Paris,4.6,97,15,Livraison retardee,Delivery,3,True,7,3,1,0,1,1,0,1,0
TKT006204,2023-01-05 17:00:00,CAT007,AGT003,France,Chat,5,Escaladé,480,44.5,801.8,1,1,0,,0,1.67,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Demande info,General,5,False,17,3,1,0,0,1,0,1,0
TKT006205,2023-01-05 16:09:00,CAT001,AGT003,Belgique,Chat,4,Résolu,240,92.1,410.6,1,1,0,3.8,0,1.711,Fatou Sow,Tier 2,2,Dakar,4.5,94,28,Facturation,Billing,4,True,16,3,1,0,0,1,0,1,0
TKT006206,2023-01-05 08:39:00,CAT002,AGT005,CI,Chat,2,En cours,120,36.6,156.7,1,1,0,,0,1.306,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Panne technique,Technical,2,True,8,3,1,0,0,1,1,1,0
TKT006207,2023-01-05 15:40:00,CAT008,AGT005,Senegal,Chat,2,Résolu,120,23.1,98.6,0,1,0,4.8,0,0.822,Aya Touré,Tier 2,2,Abidjan,4.7,96,22,Probleme paiement,Billing,2,True,15,3,1,0,0,0,1,1,0
TKT006208,2023-01-05 19:58:00,CAT001,AGT001,CI,Email,4,En cours,240,31.3,254.2,1,3,0,,0,1.059,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Facturation,Billing,4,True,19,3,1,0,1,1,0,1,0
TKT006209,2023-01-05 11:44:00,CAT008,AGT009,Mali,Email,2,Résolu,120,10.1,110.6,0,1,0,3.3,0,0.922,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Probleme paiement,Billing,2,True,11,3,1,0,0,0,1,1,0
TKT006210,2023-01-05 15:35:00,CAT001,AGT011,Ghana,App mobile,4,Escaladé,240,49.8,278.8,1,2,0,,0,1.162,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Facturation,Billing,4,True,15,3,1,0,0,1,0,1,0
TKT006211,2023-01-06 14:32:00,CAT007,AGT012,Ghana,App mobile,5,En cours,480,128.8,552.5,1,2,0,,0,1.151,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Demande info,General,5,False,14,4,1,0,0,1,0,1,0
TKT006212,2023-01-06 15:27:00,CAT001,AGT009,France,Email,4,Résolu,240,14.7,102.9,0,1,0,4.2,0,0.429,Nadia Benhaddou,Tier 1,1,Casablanca,4.0,80,45,Facturation,Billing,4,True,15,4,1,0,0,0,0,1,0
TKT006213,2023-01-06 07:54:00,CAT004,AGT008,CI,Chat,3,En cours,240,16.9,197.4,0,1,0,,0,0.822,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Remboursement,Billing,3,True,7,4,1,0,1,0,0,1,0
TKT006214,2023-01-06 17:50:00,CAT010,AGT001,Senegal,Chat,1,Résolu,60,3.5,25.7,0,1,0,4.4,0,0.428,Aminata Diallo,Tier 1,1,Abidjan,4.2,88,42,Fraude signalée,Security,1,True,17,4,1,0,0,0,1,0,0
TKT006215,2023-01-06 06:57:00,CAT003,AGT006,Ghana,Email,3,Résolu,180,16.9,106.4,0,1,0,4.9,0,0.591,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Livraison retardee,Delivery,3,True,6,4,1,0,1,0,0,1,0
TKT006216,2023-01-06 18:37:00,CAT009,AGT002,Mali,Chat,1,Résolu,480,43.2,194.3,0,2,0,4.2,0,0.405,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Escalade juridique,Legal,1,True,18,4,1,0,0,0,1,1,0
TKT006217,2023-01-06 12:41:00,CAT002,AGT008,Ghana,Chat,2,Backlog,120,9.7,133.9,1,3,1,,1,1.116,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Panne technique,Technical,2,True,12,4,1,0,0,1,1,1,1
TKT006218,2023-01-06 02:23:00,CAT001,AGT002,Belgique,Chat,4,Backlog,240,72.6,381.6,1,5,0,,1,1.59,Kofi Mensah,Tier 1,1,Accra,3.8,72,38,Facturation,Billing,4,True,2,4,1,0,1,1,0,1,0
TKT006219,2023-01-06 11:03:00,CAT002,AGT007,France,App mobile,2,Fermé,120,16.7,173.0,1,1,0,3.6,0,1.442,Aissatou Ba,Tier 1,1,Dakar,3.9,78,48,Panne technique,Technical,2,True,11,4,1,0,0,1,1,1,0
TKT006220,2023-01-06 09:09:00,CAT001,AGT012,France,Chat,4,Résolu,240,90.0,361.5,1,1,0,4.2,0,1.506,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Facturation,Billing,4,True,9,4,1,0,0,1,0,1,0
TKT006221,2023-01-06 13:21:00,CAT005,AGT004,CI,Chat,1,Résolu,60,2.2,24.6,0,1,0,3.3,0,0.41,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Acces compte,Technical,1,True,13,4,1,0,0,0,1,0,0
TKT006222,2023-01-06 19:18:00,CAT004,AGT011,Senegal,Chat,3,Backlog,240,43.3,194.9,0,2,0,,1,0.812,Ramatou Diaby,Tier 1,1,Ouagadougou,3.6,68,52,Remboursement,Billing,3,True,19,4,1,0,1,1,0,1,0
TKT006223,2023-01-06 14:31:00,CAT002,AGT006,Maroc,App mobile,2,En cours,120,11.5,124.3,1,1,0,,0,1.036,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Panne technique,Technical,2,True,14,4,1,0,0,1,1,1,0
TKT006224,2023-01-06 08:48:00,CAT004,AGT004,Ghana,Chat,3,Résolu,240,37.6,198.0,0,2,0,3.9,0,0.825,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Remboursement,Billing,3,True,8,4,1,0,0,0,0,1,0
TKT006225,2023-01-06 11:20:00,CAT003,AGT004,Cameroun,Chat,3,Résolu,180,28.6,136.4,0,1,0,3.2,0,0.758,Moussa Kone,Tier 1,1,Abidjan,3.5,65,55,Livraison retardee,Delivery,3,True,11,4,1,0,0,0,0,1,0
TKT006226,2023-01-06 22:58:00,CAT002,AGT006,Senegal,Email,2,Fermé,120,5.9,33.9,0,3,1,4.9,0,0.282,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Panne technique,Technical,2,True,22,4,1,0,1,0,1,1,1
TKT006227,2023-01-06 21:17:00,CAT008,AGT012,Maroc,Téléphone,2,Résolu,120,14.0,97.1,0,1,0,5.0,0,0.809,Samuel Acheampong,Tier 2,2,Accra,4.4,92,26,Probleme paiement,Billing,2,True,21,4,1,0,1,0,1,1,0
TKT006228,2023-01-06 16:47:00,CAT007,AGT008,France,Chat,5,Résolu,480,13.5,259.3,0,1,0,4.4,0,0.54,Ibrahim Coulibaly,Tier 2,2,Bamako,4.3,90,30,Demande info,General,5,False,16,4,1,0,0,0,0,1,0
TKT006229,2023-01-06 13:18:00,CAT007,AGT006,Ghana,Chat,5,Backlog,480,45.1,470.0,0,1,0,,1,0.979,Jean-Marc Dubois,Tier 3,3,Paris,4.8,98,12,Demande info,General,5,False,13,4,1,0,0,1,0,1,0
